# Annual Net Primary Productivity on the Marginal Land Experiment
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/588
# The newest version of the data https://data.sustainability.glbrc.org/datatables/588.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/178.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of sampling date
# site		site of marginal land experiment
# sample_date		
# campaign		experimental campaign
# treatment		treatment in MLE site
# replicate		nested replicates of treatment
# field_section		field section within replicate
# station		
# nitrogen		nitrogen adding or control
# area_sampled	squareMeter	sampling area
# wet_weight	kilogram	wet weight of plant sample
# dry_weight	kilogram	dry weight of plant sample
# biomass	gramsPerSquareMeter	crop biomass
# moisture	gramsPerHectogram	percent moisture
# comment		
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,site,sample_date,campaign,treatment,replicate,field_section,station,nitrogen,area_sampled,wet_weight,dry_weight,biomass,moisture,comment
#,,,,,,,,,squareMeter,kilogram,kilogram,gramsPerSquareMeter,gramsPerHectogram,
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R4,west,south,control,1,0.75,0.336218,336.218,44.8291,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R4,west,north,control,1,1.2,0.537949,537.949,44.8291,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R1,east,north,plus_n,1,1.58,0.73899,738.99,46.7715,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R1,east,south,plus_n,1,1.305,0.610368,610.368,46.7715,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R1,west,north,control,1,0.855,0.428337,428.337,50.0978,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R1,west,south,control,1,0.92,0.4609,460.9,50.0978,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R2,east,south,plus_n,1,3.09,1.40326,1403.26,45.4131,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R2,east,north,plus_n,1,3.21,1.45776,1457.76,45.4131,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R2,west,north,control,1,1.68,0.820181,820.181,48.8203,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R2,west,south,control,1,1.725,0.84215,842.15,48.8203,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R3,east,south,plus_n,1,3.42,1.66059,1660.59,48.5552,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R3,east,north,plus_n,1,2.47,1.19931,1199.31,48.5552,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R3,west,south,control,1,1.48,0.739201,739.201,49.946,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R3,west,north,control,1,1.14,0.569384,569.384,49.946,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R4,east,south,control,1,1.185,0.589622,589.622,49.7571,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R4,east,north,control,1,1.315,0.654306,654.306,49.7571,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R4,west,north,plus_n,1,3.365,1.53835,1538.35,45.7162,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G5,R4,west,south,plus_n,1,4.045,1.84922,1849.22,45.7162,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R1,east,north,control,1,1.135,0.5102,510.2,44.9515,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R1,east,south,control,1,0.405,0.182054,182.054,44.9515,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R1,west,north,plus_n,1,1.47,0.640357,640.357,43.5617,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R1,west,south,plus_n,1,0.66,0.287507,287.507,43.5617,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R2,east,south,control,1,0.47,0.204564,204.564,43.5243,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R2,east,north,control,1,0.695,0.302494,302.494,43.5243,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R2,west,south,plus_n,1,0.675,0.309464,309.464,45.8465,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R2,west,north,plus_n,1,0.98,0.449295,449.295,45.8465,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R3,east,north,plus_n,1,0.765,0.337681,337.681,44.1413,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R3,east,south,plus_n,1,0.635,0.280297,280.297,44.1413,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R3,west,north,control,1,0.27,0.126904,126.904,47.0014,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R3,west,south,control,1,0.4,0.188006,188.006,47.0014,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R4,east,north,control,1,0.34,0.168768,168.768,49.6377,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R4,east,south,control,1,0.415,0.205996,205.996,49.6377,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R4,west,south,plus_n,1,0.615,0.299958,299.958,48.7737,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G6,R4,west,north,plus_n,1,0.59,0.287765,287.765,48.7737,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R1,east,north,plus_n,1,2.02,0.928786,928.786,45.9795,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R1,east,south,plus_n,1,1.565,0.719579,719.579,45.9795,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R1,west,south,control,1,1.53,0.726622,726.622,47.4916,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R1,west,north,control,1,1.705,0.809732,809.732,47.4916,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R2,east,north,control,1,3.6,1.70895,1708.95,47.4707,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R2,east,south,control,1,1.685,0.799881,799.881,47.4707,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R2,west,south,plus_n,1,1.97,0.863431,863.431,43.829,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R2,west,north,plus_n,1,2.11,0.924791,924.791,43.829,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R3,east,south,control,1,1.68,0.80113,801.13,47.6863,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R3,east,north,control,1,1.165,0.555545,555.545,47.6863,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R3,west,north,plus_n,1,1.785,0.852126,852.126,47.7382,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R3,west,south,plus_n,1,1.565,0.747102,747.102,47.7382,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R4,east,south,control,1,1.705,0.814204,814.204,47.7539,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R4,east,north,control,1,1.82,0.869121,869.121,47.7539,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R4,west,south,plus_n,1,1.925,0.83125,831.25,43.1818,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G7,R4,west,north,plus_n,1,2.205,0.952159,952.159,43.1818,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R1,east,south,plus_n,1,0.49,0.206399,206.399,42.1223,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R1,east,north,plus_n,1,0.525,0.221142,221.142,42.1223,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R1,west,south,control,1,0.395,0.198777,198.777,50.3234,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R1,west,north,control,1,0.165,0.0830336,83.0336,50.3234,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R2,east,north,control,1,0.745,0.380956,380.956,51.135,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R2,east,south,control,1,0.055,0.0281243,28.1243,51.135,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R2,west,north,plus_n,1,0.69,0.340482,340.482,49.3453,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R2,west,south,plus_n,1,0.235,0.115961,115.961,49.3453,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R3,east,south,control,1,0.87,0.348218,348.218,40.025,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R3,east,north,control,1,0.335,0.134084,134.084,40.025,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R3,west,south,plus_n,1,0.41,0.168244,168.244,41.0351,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R3,west,north,plus_n,1,0.75,0.307763,307.763,41.0351,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R4,east,south,control,1,0.215,0.124531,124.531,57.9214,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R4,east,north,control,1,0.405,0.234582,234.582,57.9214,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R4,west,north,plus_n,1,0.49,0.242035,242.035,49.3948,""
2018,Wisconsin North - Rhinelander,2018-11-27,peak biomass,G8,R4,west,south,plus_n,1,0.67,0.330945,330.945,49.3948,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R1,east,north,plus_n,1,0.86,0.398307,398.307,46.3147,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R1,east,south,plus_n,1,0.93,0.430727,430.727,46.3147,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R1,west,south,control,1,0.67,0.308207,308.207,46.001,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R1,west,north,control,1,0.755,0.347308,347.308,46.001,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R2,east,north,plus_n,1,0.85,0.373001,373.001,43.8825,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R2,east,south,plus_n,1,0.92,0.403719,403.719,43.8825,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R2,west,north,control,1,0.845,0.391244,391.244,46.3011,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R2,west,south,control,1,0.71,0.328738,328.738,46.3011,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R3,east,south,control,1,1.445,0.625475,625.475,43.2855,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R3,east,north,control,1,1.12,0.484797,484.797,43.2855,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R3,west,south,plus_n,1,1.16,0.523451,523.451,45.1251,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R3,west,north,plus_n,1,1.365,0.615958,615.958,45.1251,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R4,east,south,control,1,0.855,0.398686,398.686,46.6299,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R4,east,north,control,1,0.825,0.384697,384.697,46.6299,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R4,west,south,plus_n,1,1.375,0.616259,616.259,44.8189,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G9,R4,west,north,plus_n,1,1.47,0.658837,658.837,44.8189,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R1,east,north,control,1,2.797,1.13036,1130.36,40.4133,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R1,east,south,control,1,2.077,0.839385,839.385,40.4133,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R1,west,north,plus_n,1,2.412,1.07526,1075.26,44.5798,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R1,west,south,plus_n,1,2.167,0.966044,966.044,44.5798,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R2,east,north,control,1,2.572,0.960648,960.648,37.3502,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R2,east,south,control,1,3.172,1.18475,1184.75,37.3502,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R2,west,north,plus_n,1,2.477,0.95315,953.15,38.48,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R2,west,south,plus_n,1,2.917,1.12246,1122.46,38.48,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R3,east,south,plus_n,1,2.772,1.11845,1118.45,40.348,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R3,east,north,plus_n,1,2.337,0.942932,942.932,40.348,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R3,west,south,control,1,2.217,0.945774,945.774,42.6601,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R3,west,north,control,1,2.672,1.13988,1139.88,42.6601,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R4,east,north,plus_n,1,2.462,0.914852,914.852,37.1589,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R4,east,south,plus_n,1,3.112,1.15638,1156.38,37.1589,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R4,west,south,control,1,1.917,0.934372,934.372,48.7414,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G10,R4,west,north,control,1,1.942,0.679233,679.233,34.9759,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R1,east,north,plus_n,1,1.217,0.414197,414.197,34.0343,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R1,east,south,plus_n,1,1.437,0.500784,500.784,34.8493,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R1,west,north,control,1,1.362,0.478402,478.402,35.1249,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R1,west,south,control,1,1.537,0.53987,539.87,35.1249,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R2,east,north,control,1,2.022,0.822502,822.502,40.6776,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R2,east,south,control,1,2.592,1.05436,1054.36,40.6776,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R2,west,north,plus_n,1,2.847,1.15007,1150.07,40.3957,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R2,west,south,plus_n,1,1.662,0.671377,671.377,40.3957,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R3,east,north,control,1,1.737,0.736315,736.315,42.39,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R3,east,south,control,1,1.452,0.615503,615.503,42.39,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R3,west,north,plus_n,1,1.077,0.475302,475.302,44.132,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R3,west,south,plus_n,1,1.437,0.634178,634.178,44.132,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R4,east,south,control,1,1.812,0.889828,889.828,49.1075,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R4,east,north,control,1,1.542,0.757237,757.237,49.1075,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R4,west,north,plus_n,1,1.532,0.684628,684.628,44.6885,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G11,R4,west,south,plus_n,1,1.687,0.753896,753.896,44.6885,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R1,east,north,plus_n,1,4.732,2.02238,2022.38,42.7384,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R1,east,south,plus_n,1,4.597,1.96469,1964.69,42.7384,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R1,west,north,control,1,3.632,1.43646,1436.46,39.5502,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R1,west,south,control,1,5.072,2.00599,2005.99,39.5502,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R2,east,north,control,1,4.722,1.85153,1851.53,39.2107,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R2,east,south,control,1,5.612,2.2005,2200.5,39.2107,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R2,west,south,plus_n,1,3.712,1.67285,1672.85,45.0661,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R2,west,north,plus_n,1,3.482,1.5692,1569.2,45.0661,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R3,east,north,control,1,3.857,1.73543,1735.43,44.9944,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R3,east,south,control,1,3.937,1.77143,1771.43,44.9944,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R3,west,north,plus_n,1,4.377,1.7743,1774.3,40.5369,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R3,west,south,plus_n,1,6.922,2.80596,2805.96,40.5369,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R4,east,south,control,1,2.937,1.31446,1314.46,44.7554,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R4,east,north,control,1,3.537,1.583,1583,44.7554,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R4,west,north,plus_n,1,4.762,2.22853,2228.53,46.7982,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G5,R4,west,south,plus_n,1,4.667,2.18407,2184.07,46.7982,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R1,east,north,plus_n,1,7.602,3.40973,3409.73,44.853,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R1,east,south,plus_n,1,8.322,3.73267,3732.67,44.853,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R1,west,north,control,1,4.087,1.73813,1738.13,42.5284,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R1,west,south,control,1,5.497,2.33778,2337.78,42.5284,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R2,east,north,control,1,7.372,3.1409,3140.9,42.6057,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R2,east,south,control,1,10.907,4.64701,4647.01,42.6057,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R2,west,north,plus_n,1,9.252,3.93449,3934.49,42.5258,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R2,west,south,plus_n,1,9.867,4.19602,4196.02,42.5258,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R3,east,north,plus_n,1,9.327,4.13385,4133.85,44.3214,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R3,east,south,plus_n,1,5.202,2.3056,2305.6,44.3214,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R3,west,north,control,1,4.907,2.10237,2102.36,42.8442,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R3,west,south,control,1,7.812,3.34699,3346.99,42.8442,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R4,east,south,plus_n,1,10.002,4.2147,4214.7,42.1386,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R4,east,north,plus_n,1,8.267,3.4836,3483.6,42.1386,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R4,west,north,control,1,6.227,2.7158,2715.8,43.6133,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G6,R4,west,south,control,1,5.162,2.25132,2251.32,43.6133,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R1,east,north,plus_n,1,2.627,0.854224,854.224,32.5171,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R1,east,south,plus_n,1,2.712,0.951452,951.452,35.083,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R1,west,south,control,1,2.697,0.996932,996.932,36.9645,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R1,west,north,control,1,2.587,0.817175,817.175,31.5877,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R2,east,south,control,1,1.717,0.728952,728.952,42.455,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R2,east,north,control,1,3.247,1.20823,1208.23,37.2106,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R2,west,north,plus_n,1,1.887,0.478307,478.307,25.3475,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R2,west,south,plus_n,1,1.892,0.638724,638.724,33.7592,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R3,east,north,control,1,2.502,0.870756,870.756,34.8024,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R3,east,south,control,1,3.627,1.23623,1236.23,34.084,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R3,west,south,plus_n,1,1.657,0.576988,576.988,34.8212,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R3,west,north,plus_n,1,3.792,1.31417,1314.17,34.6564,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R4,east,north,plus_n,1,3.302,1.23492,1234.92,37.3992,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R4,east,south,plus_n,1,2.407,0.951469,951.469,39.5292,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R4,west,north,control,1,2.652,0.918773,918.773,34.6445,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G7,R4,west,south,control,1,3.292,1.35148,1351.48,41.0535,""
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R1,east,north,control,1,,0.0038,358.491,35.8491,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R1,east,south,control,1,,0.0036,447.761,44.7761,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R1,west,south,plus_n,1,,0.0614,450.147,45.0147,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R1,west,north,plus_n,1,,0.0243,404.326,40.4326,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R2,east,south,plus_n,1,,0.0042,432.99,43.299,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R2,east,north,plus_n,1,,0.0392,452.656,45.2656,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R2,west,south,control,1,,0.0355,369.792,36.9792,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R2,west,north,control,1,,,,NaN,data missing
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R3,east,north,plus_n,1,,0.0332,504.559,50.4559,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R3,east,south,plus_n,1,,0.011,235.546,23.5546,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R3,west,north,control,1,,0.0517,415.929,41.5929,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R3,west,south,control,1,0.287,0.116167,116.167,40.4762,""
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R4,east,south,control,1,,0.0237,503.185,50.3185,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R4,east,north,control,1,,0.0201,317.035,31.7035,all plant materials were available in small bag
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R4,west,north,plus_n,1,,,,NaN,data missing
2018,Wisconsin South - Oregon,2018-11-29,peak biomass,G8,R4,west,south,plus_n,1,,,,NaN,data missing
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R1,east,south,plus_n,1,2.127,0.861924,861.924,40.523,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R1,east,north,plus_n,1,1.067,0.43238,432.38,40.523,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R1,west,south,control,1,1.547,0.632135,632.135,40.862,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R1,west,north,control,1,1.757,0.717946,717.946,40.862,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R2,east,south,plus_n,1,2.247,0.914005,914.004,40.6767,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R2,east,north,plus_n,1,2.612,1.06247,1062.47,40.6767,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R2,west,north,control,1,2.202,0.888353,888.353,40.343,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R2,west,south,control,1,2.147,0.866165,866.164,40.343,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R3,east,north,control,1,2.622,1.09054,1090.54,41.5918,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R3,east,south,control,1,2.217,0.922089,922.089,41.5918,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R3,west,south,plus_n,1,2.507,1.08887,1088.87,43.4331,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R3,west,north,plus_n,1,2.237,0.971599,971.599,43.4331,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R4,east,north,control,1,2.127,0.937434,937.434,44.0731,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R4,east,south,control,1,1.992,0.877936,877.936,44.0731,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R4,west,south,plus_n,1,3.382,1.39189,1391.89,41.1558,""
2018,Wisconsin South - Oregon,2018-11-13,peak biomass,G9,R4,west,north,plus_n,1,2.652,1.09145,1091.45,41.1558,""
