# Annual Net Primary Productivity on the Marginal Land Experiment
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/588
# The newest version of the data https://data.sustainability.glbrc.org/datatables/588.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/178.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of sampling date
# site		site of marginal land experiment
# sample_date		
# campaign		experimental campaign
# treatment		treatment in MLE site
# replicate		nested replicates of treatment
# field_section		field section within replicate
# station		
# nitrogen		nitrogen adding or control
# area_sampled	squareMeter	sampling area
# wet_weight	kilogram	wet weight of plant sample
# dry_weight	kilogram	dry weight of plant sample
# biomass	gramsPerSquareMeter	crop biomass
# moisture	gramsPerHectogram	percent moisture
# comment		
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,site,sample_date,campaign,treatment,replicate,field_section,station,nitrogen,area_sampled,wet_weight,dry_weight,biomass,moisture,comment
#,,,,,,,,,squareMeter,kilogram,kilogram,gramsPerSquareMeter,gramsPerHectogram,
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R3,east,south,plus_n,1,3.16,1.37703,1377.03,43.5769,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R3,east,north,plus_n,1,0.87,0.379119,379.119,43.5769,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R3,west,south,control,1,1.99,0.870148,870.148,43.726,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R3,west,north,control,1,0.43,0.188022,188.022,43.726,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R4,east,south,plus_n,1,2.03,0.934041,934.041,46.0119,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R4,east,north,plus_n,1,0.83,0.381898,381.898,46.0119,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R4,west,north,control,1,2.02,0.903015,903.015,44.7037,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G7,R4,west,south,control,1,2.515,1.1243,1124.3,44.7037,""
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R1,east,south,control,1,,0.03212,535.244,53.5244,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R1,east,north,control,1,,0.02442,461.538,46.1538,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R1,west,south,plus_n,1,,0.13892,507.174,50.7174,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R1,west,north,plus_n,1,,0.14792,466.904,46.6904,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R2,east,north,plus_n,1,,0.03902,447.426,44.7426,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R2,east,south,plus_n,1,,0.00922,472.578,47.2578,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R2,west,north,control,1,,0.07742,526.273,52.6273,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R2,west,south,control,1,,0.02172,676.425,67.6425,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R3,east,south,plus_n,1,,0.07522,448.78,44.878,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R3,east,north,plus_n,1,,0.10572,446.434,44.6434,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R3,west,south,control,1,,0.02562,484.218,48.4218,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R3,west,north,control,1,,0.04372,433.257,43.3257,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R4,east,north,control,1,,0.07542,470.757,47.0757,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R4,east,south,control,1,,0.03102,389.161,38.9161,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R4,west,north,plus_n,1,,0.04502,508.069,50.8069,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-12-05,peak biomass,G8,R4,west,south,plus_n,1,,0.02802,559.17,55.917,all plant materials were available in small bag
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R1,east,north,plus_n,1,0.79,0.416486,416.486,52.7197,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R1,east,south,plus_n,1,0.745,0.392762,392.762,52.7197,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R1,west,south,control,1,0.535,0.276105,276.105,51.6085,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R1,west,north,control,1,0.555,0.286427,286.427,51.6085,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R2,east,south,control,1,0.68,0.316048,316.048,46.4776,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R2,east,north,control,1,0.57,0.264922,264.922,46.4776,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R2,west,north,plus_n,1,0.755,0.356515,356.515,47.2205,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R2,west,south,plus_n,1,0.9,0.424984,424.984,47.2205,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R3,east,north,control,1,0.56,0.282596,282.596,50.4636,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R3,east,south,control,1,0.545,0.275027,275.027,50.4636,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R3,west,south,plus_n,1,0.56,0.295161,295.161,52.7073,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R3,west,north,plus_n,1,0.565,0.297796,297.796,52.7073,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R4,east,north,plus_n,1,0.785,0.402444,402.444,51.2667,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R4,east,south,plus_n,1,0.505,0.258897,258.897,51.2667,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R4,west,north,control,1,0.62,0.303807,303.807,49.0011,""
2018,Michigan North - Escanaba,2018-10-16,peak biomass,G9,R4,west,south,control,1,0.45,0.220505,220.505,49.0011,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R1,east,,plus_n,2,2.7,1.27698,638.492,47.2957,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R1,west,,control,2,2.88,1.1482,574.1,39.868,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R2,east,,plus_n,2,3.11,1.3885,694.25,44.6463,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R2,west,,control,2,2.695,1.24427,622.136,46.1697,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R3,east,,plus_n,2,,,,49.6744,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R3,west,,control,2,,,,47.0955,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R4,east,,plus_n,2,,,,62.7164,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G10,R4,west,,control,2,,,,49.4458,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R1,east,,control,2,1.65,0.729826,364.913,44.2318,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R1,west,,plus_n,2,2.75,0.923704,461.852,33.5893,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R2,east,,plus_n,2,1.195,0.701127,350.563,58.6717,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R2,west,,control,2,1.325,0.694397,347.198,52.4073,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R3,east,,control,2,0.475,0.239668,119.834,50.4565,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R3,west,,plus_n,2,1.625,0.799151,399.576,49.1785,""
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R4,east,,control,2,,,,43.9333,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,,peak biomass,G11,R4,west,,plus_n,2,,,,41.4508,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R1,east,,control,2,2.4,1.24911,624.554,52.0461,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R1,west,,plus_n,2,5.11,2.20339,1101.7,43.1193,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R2,east,,plus_n,2,4.06,1.70439,852.195,41.9801,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R2,west,,control,2,4.235,1.7921,896.052,42.3165,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R3,east,,control,2,,,,51.509,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R3,west,,plus_n,2,,,,50.0516,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R4,east,,control,2,,,,42.013,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G5,R4,west,,plus_n,2,,,,52.1011,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R1,east,,control,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R1,west,,plus_n,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R2,east,,control,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R2,west,,plus_n,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R3,east,,plus_n,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R3,west,,control,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R4,east,,control,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G6,R4,west,,plus_n,2,,,,NaN,no data available
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R1,east,,plus_n,2,,,,Infinity,insufficient data compute to moisture or biomass
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R1,west,,control,2,6.775,2.83165,1415.82,41.7956,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R2,east,,control,2,3.995,1.73996,869.981,43.5535,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R2,west,,plus_n,2,6.075,2.7311,1365.55,44.9563,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R3,east,,plus_n,2,,,,50.2575,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R3,west,,control,2,,,,44.3342,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R4,east,,control,2,,,,42.1982,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G7,R4,west,,plus_n,2,,,,46.3072,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R1,east,,control,2,,,,50,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R1,west,,plus_n,2,,,,51.0187,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R2,east,,plus_n,2,,,,41.9328,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R2,west,,control,2,,,,38.0266,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R3,east,,plus_n,2,,,,49.6343,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R3,west,,control,2,,,,47.5938,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R4,east,,control,2,,,,40.3637,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-01-04,peak biomass,G8,R4,west,,plus_n,2,,,,38.521,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R1,east,,plus_n,2,0.79,0.466728,233.364,59.0795,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R1,west,,control,2,1.105,0.533448,266.724,48.2759,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R2,east,,control,2,0.675,0.319727,159.864,47.367,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R2,west,,plus_n,2,1.03,0.553621,276.811,53.7496,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R3,east,,plus_n,2,1.665,0.845748,422.874,50.7957,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R3,west,,control,2,1.005,0.456623,228.312,45.4351,""
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R4,east,,plus_n,2,,,,47.7575,highlighed in red to check again
2018,Michigan South - Lux Arbor Reserve,2018-10-26,peak biomass,G9,R4,west,,control,2,,,,45.8233,highlighed in red to check again
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R2,east,south,control,1,0.65,0.326426,326.426,50.2194,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R2,east,north,control,1,0.95,0.477084,477.084,50.2194,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R2,west,north,plus_n,1,0.63,0.259749,259.749,41.2301,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R2,west,south,plus_n,1,0.845,0.348394,348.394,41.2301,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R3,east,south,plus_n,1,1.01,0.456296,456.296,45.1778,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R3,east,north,plus_n,1,0.48,0.216854,216.854,45.1778,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R3,west,north,control,1,0.48,0.235006,235.006,48.9597,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R3,west,south,control,1,0.37,0.181151,181.151,48.9597,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R4,east,north,plus_n,1,1.16,0.47226,472.26,40.712,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R4,east,south,plus_n,1,0.485,0.197453,197.453,40.712,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R4,west,north,control,1,0.68,0.327929,327.929,48.2249,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G10,R4,west,south,control,1,0.615,0.296583,296.583,48.2249,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R2,east,south,plus_n,1,0.57,0.276076,276.076,48.4345,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R2,east,north,plus_n,1,0.84,0.406849,406.849,48.4345,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R2,west,north,control,1,0.665,0.400349,400.349,60.2029,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R2,west,south,control,1,0.47,0.282954,282.954,60.2029,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R3,east,north,control,1,0,0,0,62.5286,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R3,east,south,control,1,0,0,0,55.933,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R3,west,south,plus_n,1,0,0,0,55.4498,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R3,west,north,plus_n,1,0,0,0,39.2184,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R4,east,south,plus_n,1,0.43,0.224857,224.857,52.2923,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R4,east,north,plus_n,1,0.18,0.0941261,94.1261,52.2923,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R4,west,south,control,1,0.485,0.276309,276.309,56.9709,""
2018,Wisconsin Central - Hancock,2018-11-12,peak biomass,G11,R4,west,north,control,1,0.18,0.102548,102.548,56.9709,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R2,east,north,plus_n,1,2.53,1.01306,1013.06,40.0418,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R2,east,south,plus_n,1,2.135,0.854892,854.892,40.0418,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R2,west,north,control,1,1.845,0.794835,794.835,43.0805,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R2,west,south,control,1,1.96,0.844377,844.377,43.0805,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R3,east,north,control,1,0.5,0.258997,258.997,51.7994,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R3,east,south,control,1,0.215,0.111369,111.369,51.7994,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R3,west,south,plus_n,1,0.445,0.205868,205.868,46.2625,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R3,west,north,plus_n,1,0.32,0.14804,148.04,46.2625,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R4,east,north,plus_n,1,0.845,0.359938,359.938,42.5962,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R4,east,south,plus_n,1,0.985,0.419573,419.573,42.5962,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R4,west,north,control,1,0.965,0.434424,434.424,45.018,""
2018,Wisconsin Central - Hancock,,peak biomass,G5,R4,west,south,control,1,0.835,0.3759,375.9,45.018,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R2,east,north,plus_n,1,0.595,0.251803,251.803,42.3199,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R2,east,south,plus_n,1,0.625,0.264499,264.499,42.3199,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R2,west,north,control,1,0.575,0.258417,258.417,44.942,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R2,west,south,control,1,0.58,0.260664,260.664,44.942,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R3,east,south,plus_n,1,0.89,0.386618,386.618,43.4402,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R3,east,north,plus_n,1,1.16,0.503907,503.907,43.4402,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R3,west,south,control,1,0.17,0.0802707,80.2707,47.218,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R3,west,north,control,1,0.34,0.160541,160.541,47.218,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R4,east,north,control,1,0.115,0.0607547,60.7547,52.8302,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R4,east,south,control,1,0.08,0.0422642,42.2642,52.8302,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R4,west,south,plus_n,1,0.645,0.233049,233.049,36.1316,""
2018,Wisconsin Central - Hancock,,peak biomass,G6,R4,west,north,plus_n,1,1.585,0.572687,572.687,36.1316,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R2,east,north,control,1,0.38,0.19774,197.74,52.0368,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R2,east,south,control,1,0.47,0.244573,244.573,52.0368,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R2,west,north,plus_n,1,,,,-4.61424,highlighted in red to check again
2018,Wisconsin Central - Hancock,,peak biomass,G7,R2,west,south,plus_n,1,,,,-4.61424,highlighted in red to check again
2018,Wisconsin Central - Hancock,,peak biomass,G7,R3,east,north,plus_n,1,,,,-6.17325,highlighted in red to check again
2018,Wisconsin Central - Hancock,,peak biomass,G7,R3,east,south,plus_n,1,,,,-6.17325,highlighted in red to check again
2018,Wisconsin Central - Hancock,,peak biomass,G7,R3,west,south,control,1,0.38,0.220531,220.531,58.0344,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R3,west,north,control,1,0.47,0.272762,272.762,58.0344,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R4,east,south,plus_n,1,0.915,0.368262,368.262,40.2473,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R4,east,north,plus_n,1,0.915,0.368262,368.262,40.2473,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R4,west,south,control,1,1.29,0.590678,590.678,45.789,""
2018,Wisconsin Central - Hancock,,peak biomass,G7,R4,west,north,control,1,0.725,0.33197,331.97,45.789,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R2,east,south,control,1,,,,91.1765,highlighted in red to check again
2018,Wisconsin Central - Hancock,,peak biomass,G8,R2,east,north,control,1,0,0,0,51.9573,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R2,west,south,plus_n,1,0,0,0,49.9239,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R2,west,north,plus_n,1,0,0,0,51.0433,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R3,east,south,plus_n,1,0,0,0,63.7762,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R3,east,north,plus_n,1,0,0,0,81.3299,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R3,west,north,control,1,0,0,0,52.0944,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R3,west,south,control,1,0,0,0,76.5038,""
2018,Wisconsin Central - Hancock,,peak biomass,G8,R4,east,north,plus_n,1,,0.0091,791.304,79.1304,all plant materials were available in small bag
2018,Wisconsin Central - Hancock,,peak biomass,G8,R4,east,south,plus_n,1,,0.0606,377.805,37.7805,all plant materials were available in small bag
2018,Wisconsin Central - Hancock,,peak biomass,G8,R4,west,south,control,1,,0.0314,533.107,53.3107,all plant materials were available in small bag
2018,Wisconsin Central - Hancock,,peak biomass,G8,R4,west,north,control,1,,0.0154,404.199,40.4199,all plant materials were available in small bag
2018,Wisconsin Central - Hancock,,peak biomass,G9,R2,east,north,plus_n,1,0.565,0.290359,290.359,51.3909,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R2,east,south,plus_n,1,0.705,0.362306,362.306,51.3909,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R2,west,north,control,1,0.53,0.286616,286.616,54.0785,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R2,west,south,control,1,0.7,0.37855,378.55,54.0785,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R3,east,south,control,1,0.21,0.126295,126.295,60.1406,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R3,east,north,control,1,0.235,0.14133,141.33,60.1406,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R3,west,north,plus_n,1,0.3,0.141284,141.284,47.0946,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R3,west,south,plus_n,1,0.305,0.143638,143.638,47.0946,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R4,east,north,plus_n,1,0.47,0.189092,189.092,40.2323,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R4,east,south,plus_n,1,0.7,0.281626,281.626,40.2323,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R4,west,north,control,1,0.615,0.297416,297.416,48.3604,""
2018,Wisconsin Central - Hancock,,peak biomass,G9,R4,west,south,control,1,0.825,0.398973,398.973,48.3604,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R1,east,north,control,1,2.085,0.940837,940.837,45.1241,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R1,east,south,control,1,1.725,0.778391,778.391,45.1241,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R1,west,north,plus_n,1,2.415,1.07466,1074.66,44.4992,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R1,west,south,plus_n,1,1.075,0.478367,478.367,44.4992,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R2,east,south,control,1,2.125,0.84231,842.31,39.6381,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R2,east,north,control,1,1.42,0.562861,562.861,39.6381,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R2,west,north,plus_n,1,1.885,0.765913,765.913,40.632,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R2,west,south,plus_n,1,1.97,0.800451,800.451,40.632,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R3,east,south,control,1,0.87,0.420276,420.276,48.3076,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R3,east,north,control,1,0.955,0.461338,461.338,48.3076,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R3,west,south,plus_n,1,2.015,0.948742,948.742,47.084,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R3,west,north,plus_n,1,1.26,0.593258,593.258,47.084,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R4,east,south,plus_n,1,1.79,0.688845,688.845,38.483,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R4,east,north,plus_n,1,0.78,0.300167,300.167,38.483,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R4,west,north,control,1,0.845,0.475733,475.733,56.2997,""
2018,Wisconsin North - Rhinelander,2018-11-08,peak biomass,G10,R4,west,south,control,1,0.72,0.275035,275.035,38.1993,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R1,east,north,control,1,1.355,0.592107,592.107,43.6979,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R1,east,south,control,1,1.195,0.52219,522.19,43.6979,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R1,west,north,plus_n,1,0.995,0.424007,424.007,42.6138,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R1,west,south,plus_n,1,1.775,0.756394,756.394,42.6138,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R2,east,south,control,1,1.215,0.558581,558.581,45.9737,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R2,east,north,control,1,0.97,0.445945,445.945,45.9737,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R2,west,north,plus_n,1,1.315,0.593614,593.614,45.1417,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R2,west,south,plus_n,1,1.58,0.71324,713.24,45.1417,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R3,east,south,control,1,1.19,0.542967,542.967,45.6275,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R3,east,north,control,1,1.03,0.469963,469.963,45.6275,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R3,west,north,plus_n,1,1.515,0.683871,683.871,45.14,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R3,west,south,plus_n,1,1.14,0.514596,514.596,45.14,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R4,east,north,plus_n,1,1.785,0.733206,733.206,41.076,""
2018,Wisconsin North - Rhinelander,2018-11-09,peak biomass,G11,R4,east,south,plus_n,1,1.495,0.614086,614.086,41.076,""
