# Species transect plant heights
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/592
# The newest version of the data https://data.sustainability.glbrc.org/datatables/592.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/178.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		sample date
# site		experimental site
# plot		Plot sampled
# subplot		N+ or N- subplot
# line		transect line sampled
# species		species measured
# height	centimeter	height to the top of the plant canopy
# has_lodged		had the plant that was measured lodged?
# comments		comments about the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,site,plot,subplot,line,species,height,has_lodged,comments
#,,,,,,centimeter,,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,175,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,219,f,
2017-09-07,Escanaba,G7-R2,N+,3,Andropogon gerardii,120,f,
2017-09-07,Escanaba,G7-R2,N+,4,Elymus repens (L.) Gould,74,f,
2017-09-07,Escanaba,G7-R2,N+,4,Phleum pratense L.,100,f,
2017-09-07,Escanaba,G7-R3,N+,3,Elymus repens (L.) Gould,60,f,
2017-09-07,Escanaba,G7-R3,N+,4,Elymus repens (L.) Gould,50,f,
2017-09-07,Escanaba,G9-R1,N-,1,Daucus carota L.,70,f,
2017-09-07,Escanaba,G9-R1,N-,2,Poa pratensis L.,49,f,
2017-09-07,Escanaba,G9-R2,N-,1,Poa pratensis L.,71,f,
2017-09-07,Escanaba,G9-R1,N-,1,Phleum pratense L.,65,f,
2017-09-07,Escanaba,G9-R1,N-,2,Phleum pratense L.,117,f,
2017-09-07,Escanaba,G9-R2,N-,1,Medicago sativa L.,60,f,
2017-09-07,Escanaba,G7-R3,N+,4,Elymus repens (L.) Gould,73,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,233,f,
2017-09-07,Escanaba,G7-R4,N+,4,Sorghastrum nutans (L.) Nash ex Small,137,f,
2017-09-07,Escanaba,G7-R4,N+,4,Poa pratensis L.,47,f,
2017-09-07,Escanaba,G9-R1,N+,3,Poa pratensis L.,23,f,
2017-09-07,Escanaba,G9-R1,N+,3,Dactylis glomerata L.,106,f,
2017-09-07,Escanaba,G9-R1,N+,4,Phleum pratense L.,103,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,251,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,149,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,183,f,
2017-09-07,Escanaba,G7-R2,N+,3,Panicum virgatum L.,78,f,
2017-09-07,Escanaba,G7-R2,N+,4,Elymus repens (L.) Gould,102,f,
2017-09-07,Escanaba,G7-R3,N+,3,Sorghastrum nutans (L.) Nash ex Small,152,f,
2017-09-07,Escanaba,G7-R3,N+,4,Elymus repens (L.) Gould,60,f,
2017-09-07,Escanaba,G7-R3,N+,4,Sorghastrum nutans (L.) Nash ex Small,84,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,195,f,
2017-09-07,Escanaba,G7-R4,N+,4,Elymus repens (L.) Gould,67,f,
2017-09-07,Escanaba,G7-R4,N+,4,Phleum pratense L.,104,f,
2017-09-07,Escanaba,G9-R1,N+,3,Elymus repens (L.) Gould,65,f,
2017-09-07,Escanaba,G9-R1,N+,3,Dactylis glomerata L.,84,f,
2017-09-07,Escanaba,G9-R1,N+,4,Agrostis gigantea Roth,61,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,241,f,
2017-09-07,Escanaba,G7-R1,N+,3,Elymus repens (L.) Gould,76,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,184,f,
2017-09-07,Escanaba,G7-R2,N+,3,Poa pratensis L.,77,f,
2017-09-07,Escanaba,G7-R2,N+,4,Elymus repens (L.) Gould,69,f,
2017-09-07,Escanaba,G7-R3,N+,3,Andropogon gerardii,79,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,203,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,146,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,67,f,
2017-09-07,Escanaba,G7-R4,N+,4,Andropogon gerardii,182,f,
2017-09-07,Escanaba,G7-R4,N+,4,Elymus repens (L.) Gould,80,f,
2017-09-07,Escanaba,G9-R1,N+,3,Solidago canadensis L.,60,f,
2017-09-07,Escanaba,G9-R1,N-,1,Phleum pratense L.,50,f,
2017-09-07,Escanaba,G9-R1,N-,2,Dactylis glomerata L.,99,f,
2017-09-07,Escanaba,G9-R2,N-,1,Poa pratensis L.,41,f,
2017-09-07,Escanaba,G9-R1,N-,1,Elymus repens (L.) Gould,52,f,
2017-09-07,Escanaba,G9-R1,N-,2,Dactylis glomerata L.,74,f,
2017-09-07,Escanaba,G9-R2,N-,1,Phleum pratense L.,83,f,
2017-09-07,Escanaba,G9-R1,N-,1,Andropogon gerardii,77,f,
2017-09-07,Escanaba,G9-R1,N-,2,Dactylis glomerata L.,92,f,
2017-09-07,Escanaba,G9-R1,N+,4,Dactylis glomerata L.,76,f,
2017-09-07,Escanaba,G9-R1,N+,4,Poa pratensis L.,44,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,281,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,132,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,200,f,
2017-09-07,Escanaba,G7-R2,N+,3,Elymus repens (L.) Gould,58,f,
2017-09-07,Escanaba,G7-R2,N+,4,Elymus repens (L.) Gould,78,f,
2017-09-07,Escanaba,G7-R3,N+,3,Poa pratensis L.,58,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,164,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,183,f,
2017-09-07,Escanaba,G7-R4,N+,4,Andropogon gerardii,156,f,
2017-09-07,Escanaba,G7-R4,N+,4,Bromus inermis Leyss.,45,f,
2017-09-07,Escanaba,G9-R1,N+,3,Asclepias syriaca L.,100,f,
2017-09-07,Escanaba,G9-R1,N+,4,Dactylis glomerata L.,29,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,255,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,182,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,164,f,
2017-09-07,Escanaba,G7-R2,N+,3,Poa pratensis L.,62,f,
2017-09-07,Escanaba,G7-R2,N+,4,Elymus repens (L.) Gould,110,f,
2017-09-07,Escanaba,G7-R3,N+,3,Andropogon gerardii,140,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,170,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,157,f,
2017-09-07,Escanaba,G7-R4,N+,4,Andropogon gerardii,159,f,
2017-09-07,Escanaba,G9-R1,N+,3,Dactylis glomerata L.,85,f,
2017-09-07,Escanaba,G9-R1,N+,4,Elymus repens (L.) Gould,62,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,253,f,
2017-09-07,Escanaba,G7-R1,N+,3,Poa pratensis L.,30,f,
2017-09-07,Escanaba,G7-R1,N+,4,Sorghastrum nutans (L.) Nash ex Small,163,f,
2017-09-07,Escanaba,G9-R2,N-,1,Dactylis glomerata L.,97,f,
2017-09-07,Escanaba,G9-R1,N-,1,Poa pratensis L.,62,f,
2017-09-07,Escanaba,G9-R1,N-,2,Agrostis gigantea Roth,66,f,
2017-09-07,Escanaba,G9-R2,N-,1,Dactylis glomerata L.,102,f,
2017-09-07,Escanaba,G9-R1,N-,1,Phleum pratense L.,63,f,
2017-09-07,Escanaba,G9-R1,N-,2,Dactylis glomerata L.,83,f,
2017-09-07,Escanaba,G9-R2,N-,1,Phleum pratense L.,91,f,
2017-09-07,Escanaba,G9-R2,N-,1,Medicago sativa L.,65,f,
2017-09-07,Escanaba,G7-R2,N+,3,Poa pratensis L.,67,f,
2017-09-07,Escanaba,G7-R2,N+,4,Andropogon gerardii,194,f,
2017-09-07,Escanaba,G7-R3,N+,3,Andropogon gerardii,165,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,187,f,
2017-09-07,Escanaba,G7-R4,N+,3,Elymus repens (L.) Gould,5,f,
2017-09-07,Escanaba,G7-R4,N+,4,Andropogon gerardii,148,f,
2017-09-07,Escanaba,G9-R1,N+,3,Poa pratensis L.,34,f,
2017-09-07,Escanaba,G9-R1,N+,4,Agrostis gigantea Roth,46,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,268,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,141,f,
2017-09-07,Escanaba,G7-R1,N+,4,Sorghastrum nutans (L.) Nash ex Small,164,f,
2017-09-07,Escanaba,G7-R2,N+,3,Andropogon gerardii,68,f,
2017-09-07,Escanaba,G7-R2,N+,4,Andropogon gerardii,117,f,
2017-09-07,Escanaba,G7-R3,N+,3,Panicum virgatum L.,87,f,
2017-09-07,Escanaba,G7-R3,N+,4,Andropogon gerardii,146,f,
2017-09-07,Escanaba,G7-R4,N+,3,Agrostis gigantea Roth,60,f,
2017-09-07,Escanaba,G7-R4,N+,4,Elymus repens (L.) Gould,76,f,
2017-09-07,Escanaba,G9-R1,N+,3,Dactylis glomerata L.,102,f,
2017-09-07,Escanaba,G9-R1,N+,4,Elymus repens (L.) Gould,77,f,
2017-09-07,Escanaba,G6-R4,N+,4,Miscanthus x giganteus,273,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,163,f,
2017-09-07,Escanaba,G7-R1,N+,3,Andropogon gerardii,206,f,
2017-09-07,Escanaba,G7-R1,N+,4,Andropogon gerardii,239,f,
2017-09-07,Escanaba,G7-R2,N+,3,Erigeron annuus (L.) Pers.,51,f,
2017-09-07,Escanaba,G7-R2,N+,4,Andropogon gerardii,170,f,
2017-09-07,Escanaba,G7-R3,N+,3,Phleum pratense L.,111,f,
2017-09-07,Escanaba,G7-R3,N+,4,Panicum virgatum L.,74,f,
2017-09-07,Escanaba,G7-R2,N-,2,Andropogon gerardii,130,f,
2017-09-07,Escanaba,G9-R1,N-,1,Dactylis glomerata L.,87,f,
2017-09-07,Escanaba,G9-R1,N-,1,Dactylis glomerata L.,90,f,
2017-09-07,Escanaba,G9-R1,N-,2,Dactylis glomerata L.,98,f,
2017-09-07,Escanaba,G9-R2,N-,1,Elymus repens (L.) Gould,72,f,
2017-09-07,Escanaba,G9-R2,N-,1,Lotus corniculatus L.,45,f,
2017-09-07,Escanaba,G9-R1,N-,1,Erigeron annuus (L.) Pers.,46,f,
2017-09-07,Escanaba,G9-R1,N-,1,Dactylis glomerata L.,103,f,
2017-09-07,Escanaba,G9-R1,N-,2,Elymus repens (L.) Gould,43,f,
2017-09-07,Escanaba,G9-R2,N-,1,Bromus inermis Leyss.,104,f,
2017-09-07,Escanaba,G9-R2,N-,1,Poa pratensis L.,71,f,
2017-09-07,Escanaba,G7-R4,N+,3,Andropogon gerardii,136,f,
2017-09-07,Escanaba,G7-R4,N+,4,Phleum pratense L.,86,f,
2017-09-07,Escanaba,G9-R1,N+,3,Elymus repens (L.) Gould,75,f,
2017-09-07,Escanaba,G9-R1,N+,4,Phleum pratense L.,94,f,
2017-09-07,Escanaba,G9-R2,N+,3,Medicago sativa L.,66,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,45,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,59,f,
2017-09-07,Escanaba,G9-R2,N+,3,Phleum pratense L.,75,f,
2017-09-07,Escanaba,G9-R2,N+,3,Elymus repens (L.) Gould,98,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,72,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,40,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,65,f,
2017-09-07,Escanaba,G9-R2,N+,3,Medicago sativa L.,48,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,70,f,
2017-09-07,Escanaba,G9-R2,N+,3,Phleum pratense L.,67,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,45,f,
2017-09-07,Escanaba,G9-R2,N+,3,Erigeron annuus (L.) Pers.,71,f,
2017-09-07,Escanaba,G9-R2,N+,3,Elymus repens (L.) Gould,61,f,
2017-09-07,Escanaba,G9-R2,N+,3,Elymus repens (L.) Gould,64,f,
2017-09-07,Escanaba,G9-R2,N+,3,Phleum pratense L.,91,f,
2017-09-07,Escanaba,G9-R2,N+,3,Poa pratensis L.,40,f,
2017-09-07,Escanaba,G9-R2,N+,3,Asclepias syriaca L.,78,f,
2017-09-07,Escanaba,G9-R2,N+,3,Elymus repens (L.) Gould,43,f,
2017-09-07,Escanaba,G9-R2,N+,4,Phleum pratense L.,82,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,36,f,
2017-09-07,Escanaba,G9-R2,N+,4,Medicago sativa L.,74,f,
2017-09-07,Escanaba,G9-R2,N+,4,Dactylis glomerata L.,74,f,
2017-09-07,Escanaba,G9-R2,N+,4,Dactylis glomerata L.,61,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,89,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,81,f,
2017-09-07,Escanaba,G9-R3,N+,4,Unknown grass,81,f,
2017-09-07,Escanaba,G9-R4,N+,3,Poa pratensis L.,12,f,
2017-09-07,Escanaba,G9-R4,N+,4,Elymus repens (L.) Gould,19,f,
2017-09-07,Escanaba,G10-R2,N+,3,Elymus repens (L.) Gould,92,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,93,f,
2017-09-07,Escanaba,G9-R1,N-,1,Dactylis glomerata L.,72,f,
2017-09-07,Escanaba,G9-R1,N-,1,Dactylis glomerata L.,98,f,
2017-09-07,Escanaba,G10-R1,N-,1,Elymus repens (L.) Gould,58,f,
2017-09-07,Escanaba,G10-R1,N-,2,Elymus repens (L.) Gould,75,f,
2017-09-07,Escanaba,G10-R2,N-,1,Monarda fistulosa L.,70,f,
2017-09-07,Escanaba,G10-R2,N-,1,Schizacyrium scoparium (Michx.) Nash (*),76,f,
2017-09-07,Escanaba,G10-R2,N-,2,Andropogon gerardii,135,f,
2017-09-07,Escanaba,G10-R3,N-,1,Poa pratensis L.,89,f,
2017-09-07,Escanaba,G10-R3,N+,3,Elymus repens (L.) Gould,74,f,
2017-09-07,Escanaba,G10-R3,N+,4,Agrostis gigantea Roth,85,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,64,f,
2017-09-07,Escanaba,G9-R3,N+,3,Poa pratensis L.,55,f,
2017-09-07,Escanaba,G9-R3,N+,4,Phleum pratense L.,82,f,
2017-09-07,Escanaba,G9-R4,N+,3,Dactylis glomerata L.,80,f,
2017-09-07,Escanaba,G9-R4,N+,4,Elymus repens (L.) Gould,15,f,
2017-09-07,Escanaba,G10-R2,N+,3,Elymus repens (L.) Gould,111,f,
2017-09-07,Escanaba,G10-R3,N+,3,Monarda fistulosa L.,72,f,
2017-09-07,Escanaba,G10-R3,N+,4,Solidago canadensis L.,88,f,
2017-09-07,Escanaba,G9-R2,N+,4,Poa pratensis L.,57,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,97,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,96,f,
2017-09-07,Escanaba,G9-R4,N+,3,Agrostis gigantea Roth,84,f,
2017-09-07,Escanaba,G9-R4,N+,4,Dactylis glomerata L.,87,f,
2017-09-07,Escanaba,G10-R2,N+,3,Elymus repens (L.) Gould,77,f,
2017-09-07,Escanaba,G10-R2,N+,4,Dactylis glomerata L.,109,f,
2017-09-07,Escanaba,G10-R3,N+,3,Poa pratensis L.,52,f,
2017-09-07,Escanaba,G10-R3,N+,4,Elymus repens (L.) Gould,84,f,
2017-09-07,Escanaba,G9-R2,N+,4,Poa pratensis L.,71,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,84,f,
2017-09-07,Escanaba,G9-R3,N+,4,Elymus repens (L.) Gould,42,f,
2017-09-07,Escanaba,G9-R4,N+,3,Agrostis gigantea Roth,101,f,
2017-09-07,Escanaba,G9-R4,N+,4,Bromus inermis Leyss.,60,f,
2017-09-07,Escanaba,G9-R3,N-,1,Poa pratensis L.,28,f,
2017-09-07,Escanaba,G10-R3,N-,1,Poa pratensis L.,33,f,
2017-09-07,Escanaba,G10-R3,N-,2,Elymus repens (L.) Gould,56,f,
2017-09-07,Escanaba,G10-R1,N-,1,Phleum pratense L.,60,f,
2017-09-07,Escanaba,G10-R1,N-,1,Andropogon gerardii,202,f,
2017-09-07,Escanaba,G10-R1,N-,2,Bromus inermis Leyss.,77,f,
2017-09-07,Escanaba,G10-R2,N-,1,Elymus repens (L.) Gould,83,f,
2017-09-07,Escanaba,G10-R2,N-,1,Andropogon gerardii,81,f,
2017-09-07,Escanaba,G10-R2,N-,2,Sorghastrum nutans (L.) Nash ex Small,86,f,
2017-09-07,Escanaba,G10-R3,N-,1,Poa pratensis L.,73,f,
2017-09-07,Escanaba,G10-R3,N-,1,Monarda fistulosa L.,56,f,
2017-09-07,Escanaba,G10-R3,N-,2,Sorghastrum nutans (L.) Nash ex Small,145,f,
2017-09-07,Escanaba,G10-R1,N-,1,Elymus repens (L.) Gould,46,f,
2017-09-07,Escanaba,G10-R1,N-,1,Phleum pratense L.,90,f,
2017-09-07,Escanaba,G10-R1,N-,2,Elymus repens (L.) Gould,68,f,
2017-09-07,Escanaba,G10-R2,N-,1,Andropogon gerardii,177,f,
2017-09-07,Escanaba,G10-R2,N-,2,Elymus repens (L.) Gould,48,f,
2017-09-07,Escanaba,G10-R2,N-,2,Medicago sativa L.,50,f,
2017-09-07,Escanaba,G10-R2,N+,3,Monarda fistulosa L.,85,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,88,f,
2017-09-07,Escanaba,G10-R3,N+,3,Agrostis gigantea Roth,60,f,
2017-09-07,Escanaba,G10-R3,N+,4,Monarda fistulosa L.,86,f,
2017-09-07,Escanaba,G9-R2,N+,4,Poa pratensis L.,51,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,60,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,81,f,
2017-09-07,Escanaba,G9-R4,N+,3,Dactylis glomerata L.,64,f,
2017-09-07,Escanaba,G9-R4,N+,4,Dactylis glomerata L.,86,f,
2017-09-07,Escanaba,G10-R2,N+,3,Monarda fistulosa L.,104,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,116,f,
2017-09-07,Escanaba,G10-R3,N+,3,Andropogon gerardii,152,f,
2017-09-07,Escanaba,G10-R3,N+,4,Elymus repens (L.) Gould,64,f,
2017-09-07,Escanaba,G9-R2,N+,4,Medicago sativa L.,48,f,
2017-09-07,Escanaba,G9-R3,N+,3,Phleum pratense L.,69,f,
2017-09-07,Escanaba,G9-R3,N+,4,Potentilla recta L.,50,f,
2017-09-07,Escanaba,G9-R4,N+,3,Poa pratensis L.,48,f,
2017-09-07,Escanaba,G9-R4,N+,4,Bromus inermis Leyss.,52,f,
2017-09-07,Escanaba,G10-R2,N+,3,Monarda fistulosa L.,96,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,118,f,
2017-09-07,Escanaba,G10-R3,N+,3,Asclepias syriaca L.,79,f,
2017-09-07,Escanaba,G10-R3,N+,4,Sorghastrum nutans (L.) Nash ex Small,61,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,61,f,
2017-09-07,Escanaba,G9-R3,N+,3,Elymus repens (L.) Gould,83,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,94,f,
2017-09-07,Escanaba,G10-R2,N-,1,Elymus repens (L.) Gould,74,f,
2017-09-07,Escanaba,G10-R2,N-,2,Elymus repens (L.) Gould,92,f,
2017-09-07,Escanaba,G10-R2,N-,2,Asclepias syriaca L.,119,f,
2017-09-07,Escanaba,G10-R3,N-,1,Poa pratensis L.,81,f,
2017-09-07,Escanaba,G10-R3,N-,1,Elymus repens (L.) Gould,93,f,
2017-09-07,Escanaba,G10-R3,N-,2,Elymus repens (L.) Gould,83,f,
2017-09-07,Escanaba,G10-R1,N-,1,Monarda fistulosa L.,110,f,
2017-09-07,Escanaba,G10-R1,N-,1,Andropogon gerardii,183,f,
2017-09-07,Escanaba,G10-R1,N-,2,Poa pratensis L.,54,f,
2017-09-07,Escanaba,G10-R2,N-,1,Ratibida pinnata (Vent.) Barnh.,71,f,
2017-09-07,Escanaba,G10-R2,N-,2,Monarda fistulosa L.,94,f,
2017-09-07,Escanaba,G10-R2,N-,2,Andropogon gerardii,170,f,
2017-09-07,Escanaba,G10-R3,N-,1,Andropogon gerardii,182,f,
2017-09-07,Escanaba,G10-R3,N-,2,Dactylis glomerata L.,90,f,
2017-09-07,Escanaba,G10-R3,N-,2,Elymus repens (L.) Gould,75,f,
2017-09-07,Escanaba,G10-R1,N-,1,Trifolium pratense L.,58,f,
2017-09-07,Escanaba,G9-R4,N+,3,Bromus inermis Leyss.,72,f,
2017-09-07,Escanaba,G9-R4,N+,4,Phleum pratense L.,76,f,
2017-09-07,Escanaba,G10-R2,N+,3,Poa pratensis L.,40,f,
2017-09-07,Escanaba,G10-R2,N+,3,Elymus repens (L.) Gould,108,f,
2017-09-07,Escanaba,G10-R2,N+,4,Andropogon gerardii,126,f,
2017-09-07,Escanaba,G10-R3,N+,3,Elymus repens (L.) Gould,57,f,
2017-09-07,Escanaba,G10-R3,N+,4,Silphium perfoliatum L.,74,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,82,f,
2017-09-07,Escanaba,G9-R3,N+,3,Phleum pratense L.,82,f,
2017-09-07,Escanaba,G9-R3,N+,4,Elymus repens (L.) Gould,44,f,
2017-09-07,Escanaba,G9-R4,N+,3,Dactylis glomerata L.,51,f,
2017-09-07,Escanaba,G9-R4,N+,4,Dactylis glomerata L.,35,f,
2017-09-07,Escanaba,G10-R2,N+,3,Andropogon gerardii,142,f,
2017-09-07,Escanaba,G10-R2,N+,3,Asclepias tuberosa L.,70,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,105,f,
2017-09-07,Escanaba,G10-R3,N+,3,Elymus repens (L.) Gould,82,f,
2017-09-07,Escanaba,G10-R3,N+,4,Ratibida pinnata (Vent.) Barnh.,109,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,69,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,81,f,
2017-09-07,Escanaba,G9-R3,N+,3,Elymus repens (L.) Gould,63,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,54,f,
2017-09-07,Escanaba,G9-R4,N+,3,Bromus inermis Leyss.,62,f,
2017-09-07,Escanaba,G9-R4,N+,4,Dactylis glomerata L.,66,f,
2017-09-07,Escanaba,G10-R2,N+,3,Asclepias syriaca L.,66,f,
2017-09-07,Escanaba,G10-R2,N+,3,Andropogon gerardii,182,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,109,f,
2017-09-07,Escanaba,G10-R3,N+,3,Asclepias syriaca L.,101,f,
2017-09-07,Escanaba,G10-R3,N+,3,Elymus repens (L.) Gould,71,f,
2017-09-07,Escanaba,G10-R3,N+,4,Bromus inermis Leyss.,41,f,
2017-09-07,Escanaba,G10-R1,N-,1,Asclepias syriaca L.,102,f,
2017-09-07,Escanaba,G10-R1,N-,2,Poa pratensis L.,44,f,
2017-09-07,Escanaba,G10-R1,N-,2,Poa pratensis L.,60,f,
2017-09-07,Escanaba,G10-R2,N-,1,Dactylis glomerata L.,105,f,
2017-09-07,Escanaba,G10-R2,N-,2,Elymus repens (L.) Gould,82,f,
2017-09-07,Escanaba,G10-R3,N-,1,Aster novae-angliae L.,61,f,
2017-09-07,Escanaba,G10-R3,N-,2,Poa pratensis L.,56,f,
2017-09-07,Escanaba,G10-R3,N-,2,Elymus repens (L.) Gould,85,f,
2017-09-07,Escanaba,G10-R1,N-,1,Andropogon gerardii,136,f,
2017-09-07,Escanaba,G10-R1,N-,2,Trifolium pratense L.,47,f,
2017-09-07,Escanaba,G10-R1,N-,2,Monarda fistulosa L.,81,f,
2017-09-07,Escanaba,G10-R2,N-,1,Elymus repens (L.) Gould,89,f,
2017-09-07,Escanaba,G10-R2,N-,2,Elymus repens (L.) Gould,94,f,
2017-09-07,Escanaba,G9-R2,N+,4,Phleum pratense L.,49,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,73,f,
2017-09-07,Escanaba,G9-R3,N+,3,Phleum pratense L.,48,f,
2017-09-07,Escanaba,G9-R3,N+,4,Agrostis gigantea Roth,71,f,
2017-09-07,Escanaba,G9-R4,N+,3,Agrostis gigantea Roth,69,f,
2017-09-07,Escanaba,G9-R4,N+,4,Bromus inermis Leyss.,85,f,
2017-09-07,Escanaba,G10-R2,N+,3,Poa pratensis L.,66,f,
2017-09-07,Escanaba,G10-R2,N+,3,Andropogon gerardii,177,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,90,f,
2017-09-07,Escanaba,G10-R3,N+,3,Elymus repens (L.) Gould,67,f,
2017-09-07,Escanaba,G10-R3,N+,3,Poa pratensis L.,72,f,
2017-09-07,Escanaba,G10-R3,N+,4,Elymus repens (L.) Gould,56,f,
2017-09-07,Escanaba,G9-R2,N+,4,Elymus repens (L.) Gould,76,f,
2017-09-07,Escanaba,G9-R3,N+,3,Dactylis glomerata L.,95,f,
2017-09-07,Escanaba,G9-R3,N+,3,Echinochloa crus-galli (L.) Beauv.,29,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,76,f,
2017-09-07,Escanaba,G9-R4,N+,3,Phleum pratense L.,71,f,
2017-09-07,Escanaba,G9-R4,N+,3,Agrostis gigantea Roth,95,f,
2017-09-07,Escanaba,G9-R4,N+,4,Bromus inermis Leyss.,88,f,
2017-09-07,Escanaba,G10-R2,N+,3,Andropogon gerardii,145,f,
2017-09-07,Escanaba,G10-R2,N+,4,Elymus repens (L.) Gould,78,f,
2017-09-07,Escanaba,G10-R2,N+,4,Poa pratensis L.,54,f,
2017-09-07,Escanaba,G10-R3,N+,3,Aster novae-angliae L.,75,f,
2017-09-07,Escanaba,G10-R3,N+,3,Andropogon gerardii,140,f,
2017-09-07,Escanaba,G9-R2,N+,4,Poa pratensis L.,48,f,
2017-09-07,Escanaba,G9-R3,N+,3,Echinochloa crus-galli (L.) Beauv.,32,f,
2017-09-07,Escanaba,G9-R3,N+,3,Poa pratensis L.,43,f,
2017-09-07,Escanaba,G9-R3,N+,4,Dactylis glomerata L.,65,f,
2017-09-07,Escanaba,G9-R4,N+,3,Bromus inermis Leyss.,50,f,
2017-09-07,Escanaba,G9-R4,N+,3,Dactylis glomerata L.,82,f,
2017-09-07,Escanaba,G9-R4,N+,4,Agrostis gigantea Roth,65,f,
2017-09-07,Escanaba,G9-R4,N+,4,Agrostis gigantea Roth,74,f,
2017-09-07,Escanaba,G10-R2,N+,3,Monarda fistulosa L.,80,f,
2017-09-07,Escanaba,G10-R2,N+,4,Andropogon gerardii,167,f,
