# Species transect plant heights
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/592
# The newest version of the data https://data.sustainability.glbrc.org/datatables/592.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/178.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		sample date
# site		experimental site
# plot		Plot sampled
# subplot		N+ or N- subplot
# line		transect line sampled
# species		species measured
# height	centimeter	height to the top of the plant canopy
# has_lodged		had the plant that was measured lodged?
# comments		comments about the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,site,plot,subplot,line,species,height,has_lodged,comments
#,,,,,,centimeter,,
2018-08-27,Lux Arbor,G10-R3,N-,3,Lespedeza capitata,66,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,78,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Panicum virgatum L.,171,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Panicum virgatum L.,124,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Andropogon gerardii,224,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Sorghastrum nutans (L.) Nash ex Small,158,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Achillea millefolium L.,94,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Solidago canadensis L.,88,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,61,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Aster pilosus Willd.,61,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,118,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,151,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,117,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,126,f,
2018-08-27,Lux Arbor,G11-R2,N+,1,Solanum carolinense L.,57,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Daucus carota L.,85,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,77,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Apocynum cannabinum L.,93,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Solidago canadensis L.,105,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Rubus allegheniensis T.C. Porter (*),129,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Solidago canadensis L.,115,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,117,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,95,f,
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,103,f,
2018-08-27,Lux Arbor,G9-R4,N+,1,Solidago canadensis L.,78,f,
2018-08-27,Lux Arbor,G9-R4,N+,2,Solidago canadensis L.,103,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Andropogon gerardii,186,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Sorghastrum nutans (L.) Nash ex Small,199,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Andropogon gerardii,194,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,69,f,
2018-08-27,Lux Arbor,G10-R3,N+,1,Elymus canadensis,88,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Andropogon gerardii,215,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Sorghastrum nutans (L.) Nash ex Small,127,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Andropogon gerardii,186,f,
2018-08-27,Lux Arbor,G11-R1,N+,1,Solidago canadensis L.,102,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Achillea millefolium L.,81,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Achillea millefolium L.,107,f,
2018-08-27,Lux Arbor,G11-R2,N+,1,Achillea millefolium L.,70,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Elymus repens (L.) Gould,69,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Surface Litter,0,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,77,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Rubus allegheniensis T.C. Porter (*),80,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Rubus allegheniensis T.C. Porter (*),161,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,147,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,104,f,Very close to south edge due to rainout shelter
2018-08-27,Lux Arbor,G11-R2,N-,4,Daucus carota L.,57,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Solanum carolinense L.,43,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Aster pilosus Willd.,53,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Solanum carolinense L.,19,f,
2018-08-27,Lux Arbor,G11-R3,N-,4,Aster pilosus Willd.,61,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Daucus carota L.,67,f,
2018-08-27,Lux Arbor,G11-R3,N-,4,Aster pilosus Willd.,38,f,
2018-08-27,Lux Arbor,G11-R4,N-,3,Solidago canadensis L.,112,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Daucus carota L.,121,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Solidago canadensis L.,108,f,
2018-08-27,Lux Arbor,G11-R4,N-,3,Rubus allegheniensis T.C. Porter (*),104,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Trifolium hybridum L. (*),23,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Sorghastrum nutans (L.) Nash ex Small,180,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Desmodium canadense,77,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Daucus carota L.,65,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Sorghastrum nutans (L.) Nash ex Small,166,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Erigeron annuus (L.) Pers.,52,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Daucus carota L.,88,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,77,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Euthamia graminifolia (L.) Nutt.,52,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,47,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,108,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,116,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,130,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,139,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,94,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,131,f,Close to edge because of rainout shelter -- 
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,121,f,
2018-08-27,Lux Arbor,G9-R4,N+,1,Solidago canadensis L.,56,f,
2018-08-27,Lux Arbor,G10-R1,N+,1,Achillea millefolium L.,74,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Panicum virgatum L.,157,f,
2018-08-27,Lux Arbor,G10-R3,N+,1,Aster pilosus Willd.,66,f,
2018-08-27,Lux Arbor,G10-R3,N+,2,Panicum virgatum L.,176,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Sorghastrum nutans (L.) Nash ex Small,141,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Achillea millefolium L.,83,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Erigeron annuus (L.) Pers.,93,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Aster pilosus Willd.,78,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Achillea millefolium L.,87,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Solanum carolinense L.,73,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Achillea millefolium L.,92,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Rubus allegheniensis T.C. Porter (*),68,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Aster pilosus Willd.,97,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Solidago canadensis L.,85,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,85,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,64,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Rubus sp. (*),124,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Rubus allegheniensis T.C. Porter (*),201,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,99,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,117,f,Very close to south edge due to rainout shelter
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,78,f,
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,104,f,
2018-08-27,Lux Arbor,G11-R2,N-,3,Aster pilosus Willd.,63,f,
2018-08-27,Lux Arbor,G11-R2,N-,3,Achillea millefolium L.,64,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Plantago lanceolata L.,37,f,
2018-08-27,Lux Arbor,G11-R4,N-,3,Rubus allegheniensis T.C. Porter (*),140,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Solidago canadensis L.,69,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Aster pilosus Willd.,67,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Daucus carota L.,67,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Lespedeza capitata,49,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Solidago canadensis L.,114,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Panicum virgatum L.,179,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Andropogon gerardii,124,f,
2018-08-27,Lux Arbor,G10-R4,N-,4,Andropogon gerardii,224,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Andropogon gerardii,246,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Andropogon gerardii,213,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,64,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Apocynum cannabinum L.,92,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Achillea millefolium L.,82,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Achillea millefolium L.,77,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Daucus carota L.,51,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Plantago lanceolata L.,61,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,145,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,144,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,137,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,139,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,135,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,117,f,
2018-08-27,Lux Arbor,G9-R4,N+,1,Achillea millefolium L.,93,f,
2018-08-27,Lux Arbor,G9-R4,N+,2,Euthamia graminifolia (L.) Nutt.,52,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Andropogon gerardii,241,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Sorghastrum nutans (L.) Nash ex Small,180,f,
2018-08-27,Lux Arbor,G10-R3,N+,2,Sorghastrum nutans (L.) Nash ex Small,224,f,
2018-08-27,Lux Arbor,G10-R3,N+,2,Sorghastrum nutans (L.) Nash ex Small,194,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Panicum virgatum L.,101,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Solidago canadensis L.,96,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Achillea millefolium L.,96,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Solidago canadensis L.,114,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Solidago rigida L.,109,f,
2018-08-27,Lux Arbor,G11-R2,N+,1,Solanum carolinense L.,57,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Achillea millefolium L.,16,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Daucus carota L.,65,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Daucus carota L.,96,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Elymus repens (L.) Gould,74,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Aster pilosus Willd.,96,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Aster pilosus Willd.,107,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Aster pilosus Willd.,100,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Solidago canadensis L.,98,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Solidago canadensis L.,103,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Solidago canadensis L.,86,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,108,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,118,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,114,f,
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,118,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,134,f,Very close to North edge because of rainout shelter -- 
2018-08-27,Lux Arbor,G9-R4,N+,1,Achillea millefolium L.,66,f,
2018-08-27,Lux Arbor,G11-R2,N-,3,Solidago canadensis L.,84,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Achillea millefolium L.,70,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Trifolium hybridum L. (*),10,f,
2018-08-27,Lux Arbor,G11-R3,N-,4,Aster pilosus Willd.,27,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Rubus sp. (*),131,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Solidago canadensis L.,118,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,148,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Andropogon gerardii,181,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Euthamia graminifolia (L.) Nutt.,46,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Andropogon gerardii,159,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Solidago canadensis L.,95,f,
2018-08-27,Lux Arbor,G10-R4,N-,4,Andropogon gerardii,177,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Andropogon gerardii,202,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Daucus carota L.,105,f,
2018-08-27,Lux Arbor,G9-R3,N-,4,Solidago canadensis L.,64,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,79,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Achillea millefolium L.,60,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Achillea millefolium L.,54,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,100,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,134,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,114,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,115,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,146,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,137,f,
2018-08-27,Lux Arbor,G9-R4,N+,1,Daucus carota L.,84,f,
2018-08-27,Lux Arbor,G9-R4,N+,1,Aster pilosus Willd.,88,f,
2018-08-27,Lux Arbor,G9-R4,N+,2,Solidago canadensis L.,107,f,
2018-08-27,Lux Arbor,G10-R1,N+,1,Solidago canadensis L.,88,f,
2018-08-27,Lux Arbor,G10-R1,N+,1,Solidago rigida L.,81,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Andropogon gerardii,233,f,
2018-08-27,Lux Arbor,G10-R2,N+,1,Sorghastrum nutans (L.) Nash ex Small,214,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Panicum virgatum L.,186,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Andropogon gerardii,208,f,
2018-08-27,Lux Arbor,G10-R2,N+,2,Andropogon gerardii,164,f,
2018-08-27,Lux Arbor,G10-R3,N+,1,Sorghastrum nutans (L.) Nash ex Small,171,f,
2018-08-27,Lux Arbor,G10-R3,N+,1,Panicum virgatum L.,151,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Andropogon gerardii,263,f,
2018-08-27,Lux Arbor,G11-R1,N+,1,Solidago rigida L.,95,f,
2018-08-27,Lux Arbor,G11-R2,N+,1,Aster pilosus Willd.,62,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,60,f,
2018-08-27,Lux Arbor,G11-R2,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,95,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Achillea millefolium L.,81,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,93,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Solidago canadensis L.,103,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,132,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,116,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,96,f,
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,87,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,144,f,Very close to North edge because of rainout shelter -- 
2018-08-27,Lux Arbor,G10-R1,N+,1,Aster pilosus Willd.,71,f,
2018-08-27,Lux Arbor,G10-R1,N+,1,Achillea millefolium L.,62,f,
2018-08-27,Lux Arbor,G10-R3,N+,1,Achillea millefolium L.,67,f,
2018-08-27,Lux Arbor,G10-R3,N+,2,Daucus carota L.,119,f,
2018-08-27,Lux Arbor,G11-R2,N-,3,Daucus carota L.,71,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Solidago canadensis L.,79,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Aster pilosus Willd.,37,f,
2018-08-27,Lux Arbor,G11-R3,N-,4,Andropogon gerardii,60,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Panicum virgatum L.,163,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Daucus carota L.,78,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Sorghastrum nutans (L.) Nash ex Small,188,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Daucus carota L.,76,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Achillea millefolium L.,50,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Panicum virgatum L.,176,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Lespedeza capitata,88,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Sorghastrum nutans (L.) Nash ex Small,226,f,
2018-08-27,Lux Arbor,G10-R2,N-,3,Sorghastrum nutans (L.) Nash ex Small,210,f,
2018-08-27,Lux Arbor,G10-R2,N-,4,Panicum virgatum L.,235,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Daucus carota L.,22,f,
2018-08-27,Lux Arbor,G9-R4,N-,3,Daucus carota L.,111,f,
2018-08-27,Lux Arbor,G9-R4,N-,4,Achillea millefolium L.,66,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,116,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,118,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,143,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,162,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,114,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,106,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Euthamia graminifolia (L.) Nutt.,74,f,
2018-08-27,Lux Arbor,G10-R4,N+,1,Andropogon gerardii,116,f,
2018-08-27,Lux Arbor,G10-R4,N+,2,Desmodium canadense,80,f,
2018-08-27,Lux Arbor,G11-R1,N+,1,Solanum carolinense L.,64,f,
2018-08-27,Lux Arbor,G11-R1,N+,1,Solidago rigida L.,121,f,
2018-08-27,Lux Arbor,G11-R1,N+,1,Solidago canadensis L.,96,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Solidago rigida L.,96,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Solidago rigida L.,129,f,
2018-08-27,Lux Arbor,G11-R1,N+,2,Euthamia graminifolia (L.) Nutt.,77,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Euthamia graminifolia (L.) Nutt.,104,f,
2018-08-27,Lux Arbor,G11-R3,N+,1,Aster pilosus Willd.,89,f,
2018-08-27,Lux Arbor,G11-R3,N+,2,Aster pilosus Willd.,83,f,
2018-08-27,Lux Arbor,G11-R4,N+,1,Solidago canadensis L.,92,f,
2018-08-27,Lux Arbor,G11-R4,N+,2,Rubus allegheniensis T.C. Porter (*),106,f,
2018-08-29,Lake City,G5-R1,N+,1,Panicum virgatum L.,115,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,107,f,
2018-08-29,Lake City,G5-R1,N+,2,Panicum virgatum L.,108,f,Very close to south edge due to rainout shelter
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,93,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,128,f,Close to edge because of rainout shelter -- 
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,87,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,106,f,
2018-08-29,Lake City,G5-R2,N+,1,Panicum virgatum L.,120,f,Close to edge because of rainout shelter -- 
2018-08-29,Lake City,G5-R2,N+,2,Panicum virgatum L.,98,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,170,f,Very close to North edge because of rainout shelter -- 
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,149,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,159,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,138,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,172,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,180,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,139,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,149,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,169,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,171,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,172,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,173,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Achillea millefolium L.,58,f,
2018-08-27,Lux Arbor,G11-R2,N-,4,Daucus carota L.,67,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,125,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,195,f,
2018-08-27,Lux Arbor,G11-R3,N-,3,Aster pilosus Willd.,39,f,
2018-08-27,Lux Arbor,G11-R4,N-,3,Solidago canadensis L.,142,f,
2018-08-27,Lux Arbor,G11-R4,N-,3,Solidago canadensis L.,100,f,
2018-08-27,Lux Arbor,G11-R4,N-,4,Rubus allegheniensis T.C. Porter (*),116,f,
2018-08-27,Lux Arbor,G10-R3,N-,3,Lespedeza capitata,92,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Panicum virgatum L.,128,f,
2018-08-27,Lux Arbor,G10-R3,N-,4,Andropogon gerardii,182,f,
2018-08-27,Lux Arbor,G10-R4,N-,3,Monarda fistulosa L.,88,f,
2018-08-27,Lux Arbor,G10-R4,N-,4,Andropogon gerardii,202,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,150,f,
2018-08-29,Lake City,G5-R2,N-,3,Panicum virgatum L.,174,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,128,f,
2018-08-29,Lake City,G5-R2,N-,4,Panicum virgatum L.,137,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,137,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,117,f,
2018-08-29,Lake City,G5-R1,N-,3,Panicum virgatum L.,136,f,
2018-08-29,Lake City,G5-R1,N-,4,Panicum virgatum L.,126,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,167,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,162,f,
2018-08-29,Lake City,G5-R3,N+,1,Panicum virgatum L.,158,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,150,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,154,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,149,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,143,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,118,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,154,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,136,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,159,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,173,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,153,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,126,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,121,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,136,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,163,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,125,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,141,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,136,f,
2018-08-29,Lake City,G5-R3,N+,2,Panicum virgatum L.,134,f,
2018-08-29,Lake City,G5-R4,N+,1,Panicum virgatum L.,142,f,
2018-08-29,Lake City,G6-R1,N+,1,Miscanthus x giganteus,194,f,
2018-08-29,Lake City,G6-R2,N+,1,Miscanthus x giganteus,206,f,
2018-08-29,Lake City,G6-R2,N+,2,Surface Litter,0,f,
2018-08-29,Lake City,G6-R2,N+,2,Miscanthus x giganteus,198,f,
2018-08-29,Lake City,G6-R1,N-,3,Miscanthus x giganteus,212,f,
2018-08-29,Lake City,G6-R1,N-,4,Miscanthus x giganteus,163,f,
2018-08-29,Lake City,G6-R1,N-,4,Miscanthus x giganteus,206,f,
