# Dry Matter Yield - Marginal Land Experiments
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/465
# The newest version of the data https://data.sustainability.glbrc.org/datatables/465.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of the growing season
# harvest_date		date of harvest or G11 sampling
# site		experiment location
# treatment		experimental treatment
# replicate		replicate nested within treatment
# crop		crop
# field_section		section of the field (entire, east, west, rainout, or ambient)
# n_treatment		nitrogen experimental treatment
# area_harvested_ft2	squareFoot	area harvested
# dry_matter_yield_mg_ha	megagramsPerHectare	yield as dry matter
# moisture_at_harvest	gramsPerHectogram	percent moisture measured at harvest
# comments		specific notes for a given row
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2014 yield calculations- Wisconsin removed the area of the ANPP sampling (3- 1m2 quadrats/plot).  Michigan did not remove the ANPP sampling area because the ANPP may not have been in the harvested area and this area was it was very minor.
#April 12, 2016- Michigan 2014 yield calculations and Michigan and Wisconsin 2015 G11 yield were corrected. 
#
year,harvest_date,site,treatment,replicate,crop,field_section,n_treatment,area_harvested_ft2,dry_matter_yield_mg_ha,moisture_at_harvest,comments
#,,,,,,,,squareFoot,megagramsPerHectare,gramsPerHectogram,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R3,early successional,east,control,1056,3.358503,48.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R3,early successional,west,plus_n,990,2.858421,47.70,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R4,early successional,east,control,960,1.298763,41.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R4,early successional,west,plus_n,990,1.504822,39.60,
2015,2015-12-08,Wisconsin South - Oregon,G10,R1,restored prairie,east,control,1005,1.851092,27.40,
2015,2015-12-08,Wisconsin South - Oregon,G10,R1,restored prairie,west,plus_n,1005,1.896537,27.00,
2015,2015-12-08,Wisconsin South - Oregon,G10,R2,restored prairie,east,control,1005,2.250159,25.80,
2015,2015-12-08,Wisconsin South - Oregon,G10,R2,restored prairie,west,plus_n,1020,1.985305,26.50,
2015,2015-12-08,Wisconsin South - Oregon,G10,R3,restored prairie,west,control,1035,2.065042,23.80,
2015,2015-12-08,Wisconsin South - Oregon,G10,R3,restored prairie,east,plus_n,1005,3.015174,24.50,
2015,2015-12-08,Wisconsin South - Oregon,G10,R4,restored prairie,west,control,1020,2.493314,24.90,
2015,2015-12-08,Wisconsin South - Oregon,G10,R4,restored prairie,east,plus_n,1020,3.246788,27.10,
2015,2015-12-08,Wisconsin South - Oregon,G11,R1,historical vegetation,west,control,,4.472951,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R1,historical vegetation,east,plus_n,,4.588462,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R2,historical vegetation,east,control,,4.426395,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R2,historical vegetation,west,plus_n,,6.628210,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R3,historical vegetation,east,control,,3.680127,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R3,historical vegetation,west,plus_n,,5.233342,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R4,historical vegetation,east,control,,2.527977,,
2015,2015-12-08,Wisconsin South - Oregon,G11,R4,historical vegetation,west,plus_n,,5.048976,,
2015,2015-12-08,Wisconsin South - Oregon,G5,R1,switchgrass,west,control,1005,5.997383,24.90,
2015,2015-12-08,Wisconsin South - Oregon,G5,R1,switchgrass,east,plus_n,1005,5.500428,23.80,
2015,2015-12-08,Wisconsin South - Oregon,G5,R2,switchgrass,east,control,1005,8.593206,28.60,
2015,2015-12-08,Wisconsin South - Oregon,G5,R2,switchgrass,west,plus_n,1020,7.598757,28.10,
2015,2015-12-08,Wisconsin South - Oregon,G5,R3,switchgrass,east,control,1005,7.668794,28.50,
2015,2015-12-08,Wisconsin South - Oregon,G5,R3,switchgrass,west,plus_n,1020,8.282898,28.70,
2015,2015-12-08,Wisconsin South - Oregon,G5,R4,switchgrass,east,control,1005,6.561349,25.50,
2015,2015-12-08,Wisconsin South - Oregon,G5,R4,switchgrass,west,plus_n,1020,6.333665,26.20,
2015,2015-12-08,Wisconsin South - Oregon,G6,R1,miscanthus,west,control,1005,12.594779,36.00,
2015,2015-12-08,Wisconsin South - Oregon,G6,R1,miscanthus,east,plus_n,990,13.084089,36.40,
2015,2015-12-08,Wisconsin South - Oregon,G6,R2,miscanthus,east,control,1035,18.315989,33.20,
2015,2015-12-08,Wisconsin South - Oregon,G6,R2,miscanthus,west,plus_n,1035,15.027364,30.50,
2015,2015-12-08,Wisconsin South - Oregon,G6,R3,miscanthus,west,control,1005,15.426629,31.20,
2015,2015-12-08,Wisconsin South - Oregon,G6,R3,miscanthus,east,plus_n,990,17.161960,31.80,
2015,2015-12-08,Wisconsin South - Oregon,G6,R4,miscanthus,west,control,1005,18.831290,32.60,
2015,2015-12-08,Wisconsin South - Oregon,G6,R4,miscanthus,east,plus_n,990,15.352420,32.10,
2015,2015-12-08,Wisconsin South - Oregon,G7,R1,native grasses,west,control,1005,0.577971,24.90,
2015,2015-12-08,Wisconsin South - Oregon,G7,R1,native grasses,east,plus_n,990,1.223752,21.70,
2015,2015-12-08,Wisconsin South - Oregon,G7,R2,native grasses,east,control,1005,0.184624,23.30,
2015,2015-12-08,Wisconsin South - Oregon,G7,R2,native grasses,west,plus_n,1035,0.350077,25.10,
2015,2015-12-08,Wisconsin South - Oregon,G7,R3,native grasses,east,control,1005,0.389893,19.00,
2015,2015-12-08,Wisconsin South - Oregon,G7,R3,native grasses,west,plus_n,1035,0.712611,19.70,
2015,2015-12-08,Wisconsin South - Oregon,G7,R4,native grasses,west,control,1005,0.881975,20.30,
2015,2015-12-08,Wisconsin South - Oregon,G7,R4,native grasses,east,plus_n,1005,1.016129,21.80,
2015,2015-12-08,Wisconsin South - Oregon,G9,R1,early successional,west,control,990,2.327072,27.80,
2015,2015-12-08,Wisconsin South - Oregon,G9,R1,early successional,east,plus_n,1005,2.235638,25.10,
2015,2015-12-08,Wisconsin South - Oregon,G9,R2,early successional,west,control,1005,3.136104,29.10,
2015,2015-12-08,Wisconsin South - Oregon,G9,R2,early successional,east,plus_n,1020,2.453092,22.80,
2015,2015-12-08,Wisconsin South - Oregon,G9,R3,early successional,east,control,1020,3.563390,25.60,
2015,2015-12-08,Wisconsin South - Oregon,G9,R3,early successional,west,plus_n,502.5,2.029824,27.30,
2015,2015-12-08,Wisconsin South - Oregon,G9,R4,early successional,east,control,990,2.411401,26.30,
2015,2015-12-08,Wisconsin South - Oregon,G9,R4,early successional,west,plus_n,990,3.007785,25.80,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,south,control,960,2.512609,48.80,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,north,plus_n,960,3.041594,49.74,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,south,control,960,1.932043,47.24,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,north,plus_n,960,2.340779,48.29,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,south,control,960,2.629289,47.25,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,north,plus_n,960,3.376008,45.59,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,south,control,960,2.210492,50.04,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,north,plus_n,960,2.483303,48.60,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,north,control,10.7639111056,0.562762,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,south,plus_n,10.7639111056,0.983167,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,north,control,10.7639111056,0.723123,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,south,plus_n,10.7639111056,1.032176,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,south,control,10.7639111056,0.677115,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,north,plus_n,10.7639111056,1.046511,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,south,control,10.7639111056,0.774465,,
2016,2016-10-28,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,north,plus_n,10.7639111056,0.766797,,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,north,control,960,7.931452,48.10,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,south,plus_n,960,7.668688,49.74,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,south,control,960,8.404811,47.87,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,north,plus_n,960,9.658369,50.35,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,south,control,960,5.930378,45.26,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,north,plus_n,960,7.873211,46.98,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,north,control,885,6.621604,47.24,plot short 5 ft
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,south,plus_n,885,6.968428,46.59,plot short 5 ft
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,north,control,960,13.947674,57.28,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,south,plus_n,960,10.692193,57.61,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,north,control,960,8.980278,58.45,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,south,plus_n,960,11.696490,57.80,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,north,control,960,11.826482,57.53,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,south,plus_n,960,12.132745,57.70,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,north,control,960,10.064372,57.03,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,south,plus_n,960,11.215911,57.10,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,south,control,960,6.518975,46.26,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,north,plus_n,960,5.510113,48.53,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,north,control,960,4.519317,43.40,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,south,plus_n,960,4.815940,46.50,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,north,control,960,4.363684,44.82,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,south,plus_n,960,5.063162,46.76,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,south,control,960,4.949455,47.25,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,north,plus_n,960,4.640596,48.16,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R1,early successional,south,control,960,0.048889,51.94,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R1,early successional,north,plus_n,960,0.701052,54.05,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R2,early successional,north,control,960,0.664407,49.75,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R2,early successional,south,plus_n,960,0.282136,53.77,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R3,early successional,north,control,960,0.094612,46.85,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R3,early successional,south,plus_n,960,0.874267,52.25,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R4,early successional,south,control,960,0.976652,49.47,
2016,2016-10-25,Michigan Central - Lake City Exp. Station,G9,R4,early successional,north,plus_n,960,0.661016,50.01,
2016,2016-10-19,Michigan North - Escanaba,G10,R1,restored prairie,east,control,960,1.240961,47.53,
2016,2016-10-19,Michigan North - Escanaba,G10,R1,restored prairie,west,plus_n,960,1.487692,47.77,
2016,2016-10-19,Michigan North - Escanaba,G10,R2,restored prairie,west,control,960,1.389740,45.35,
2016,2016-10-19,Michigan North - Escanaba,G10,R2,restored prairie,east,plus_n,960,1.237316,46.53,"no dry weight available, we used the average for the treatment"
2016,2016-10-19,Michigan North - Escanaba,G10,R3,restored prairie,east,control,960,1.092012,46.32,
2016,2016-10-19,Michigan North - Escanaba,G10,R3,restored prairie,west,plus_n,960,1.326169,46.78,
2016,2016-10-19,Michigan North - Escanaba,G10,R4,restored prairie,west,control,960,1.462426,45.23,
2016,2016-10-19,Michigan North - Escanaba,G10,R4,restored prairie,east,plus_n,960,1.603957,45.62,
2016,2016-10-19,Michigan North - Escanaba,G11,R1,historical vegetation,east,control,10.7639111056,0.960163,,
2016,2016-10-19,Michigan North - Escanaba,G11,R1,historical vegetation,west,plus_n,10.7639111056,0.770131,,
2016,2016-10-19,Michigan North - Escanaba,G11,R2,historical vegetation,east,control,10.7639111056,0.755128,,
2016,2016-10-19,Michigan North - Escanaba,G11,R2,historical vegetation,west,plus_n,10.7639111056,0.575765,,
2016,2016-10-19,Michigan North - Escanaba,G11,R3,historical vegetation,east,control,10.7639111056,1.322892,,
2016,2016-10-19,Michigan North - Escanaba,G11,R3,historical vegetation,west,plus_n,10.7639111056,1.045178,,
2016,2016-10-19,Michigan North - Escanaba,G11,R4,historical vegetation,east,control,10.7639111056,1.444912,,
2016,2016-10-19,Michigan North - Escanaba,G11,R4,historical vegetation,west,plus_n,10.7639111056,1.720959,,
2016,2016-10-19,Michigan North - Escanaba,G5,R1,switchgrass,west,control,960,10.477797,51.24,
2016,2016-10-19,Michigan North - Escanaba,G5,R1,switchgrass,east,plus_n,960,10.964859,52.93,
2016,2016-10-19,Michigan North - Escanaba,G5,R2,switchgrass,west,control,960,9.780051,53.04,
2016,2016-10-19,Michigan North - Escanaba,G5,R2,switchgrass,east,plus_n,960,9.849889,55.88,
2016,2016-10-19,Michigan North - Escanaba,G5,R3,switchgrass,east,control,960,9.112210,54.18,
2016,2016-10-19,Michigan North - Escanaba,G5,R3,switchgrass,west,plus_n,960,8.407682,54.83,
2016,2016-10-19,Michigan North - Escanaba,G5,R4,switchgrass,west,control,960,10.199523,52.53,
2016,2016-10-19,Michigan North - Escanaba,G5,R4,switchgrass,east,plus_n,960,10.048647,52.50,
2016,2016-10-19,Michigan North - Escanaba,G6,R1,miscanthus,west,control,960,14.453900,59.28,
2016,2016-10-19,Michigan North - Escanaba,G6,R1,miscanthus,east,plus_n,960,10.100167,61.10,
2016,2016-10-19,Michigan North - Escanaba,G6,R2,miscanthus,east,control,960,8.527118,61.72,
2016,2016-10-19,Michigan North - Escanaba,G6,R2,miscanthus,west,plus_n,960,5.932944,60.66,
2016,2016-10-19,Michigan North - Escanaba,G6,R3,miscanthus,west,control,960,5.770084,59.19,
2016,2016-10-19,Michigan North - Escanaba,G6,R3,miscanthus,east,plus_n,960,6.344123,59.76,
2016,2016-10-19,Michigan North - Escanaba,G6,R4,miscanthus,west,control,960,6.164754,59.80,
2016,2016-10-19,Michigan North - Escanaba,G6,R4,miscanthus,east,plus_n,960,6.666007,62.06,
2016,2016-10-19,Michigan North - Escanaba,G7,R1,native grasses,east,control,960,1.679362,44.97,
2016,2016-10-19,Michigan North - Escanaba,G7,R1,native grasses,west,plus_n,960,1.794505,46.13,
2016,2016-10-19,Michigan North - Escanaba,G7,R2,native grasses,west,control,960,1.002513,38.40,
2016,2016-10-19,Michigan North - Escanaba,G7,R2,native grasses,east,plus_n,960,1.068904,40.80,
2016,2016-10-19,Michigan North - Escanaba,G7,R3,native grasses,west,control,960,1.182815,38.80,
2016,2016-10-19,Michigan North - Escanaba,G7,R3,native grasses,east,plus_n,960,1.265671,39.30,
2016,2016-10-19,Michigan North - Escanaba,G7,R4,native grasses,west,control,960,0.742659,37.86,
2016,2016-10-19,Michigan North - Escanaba,G7,R4,native grasses,east,plus_n,960,1.118865,37.14,
2016,2016-10-19,Michigan North - Escanaba,G9,R1,early successional,west,control,960,1.815275,43.35,
2016,2016-10-19,Michigan North - Escanaba,G9,R1,early successional,east,plus_n,960,1.124820,50.85,
2016,2016-10-19,Michigan North - Escanaba,G9,R2,early successional,east,control,960,1.235205,41.48,
2016,2016-10-19,Michigan North - Escanaba,G9,R2,early successional,west,plus_n,960,1.454555,48.00,
2016,2016-10-19,Michigan North - Escanaba,G9,R3,early successional,east,control,960,1.554901,45.41,
2016,2016-10-19,Michigan North - Escanaba,G9,R3,early successional,west,plus_n,960,1.690966,42.68,
2016,2016-10-19,Michigan North - Escanaba,G9,R4,early successional,west,control,960,1.038173,36.21,
2016,2016-10-19,Michigan North - Escanaba,G9,R4,early successional,east,plus_n,960,1.061741,42.80,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,west,control,480,2.042240,26.99,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,east,plus_n,480,1.186481,27.10,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,west,control,480,1.986100,24.90,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,east,plus_n,480,2.204282,26.54,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,west,control,480,1.213192,20.49,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,east,plus_n,480,1.222747,22.44,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,west,control,480,2.379895,29.10,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,east,plus_n,480,2.702369,30.09,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,east,control,10.7639111056,1.396237,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,west,plus_n,10.7639111056,0.868481,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,west,control,10.7639111056,0.530757,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,east,plus_n,10.7639111056,1.373567,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,east,control,10.7639111056,0.024337,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,west,plus_n,10.7639111056,0.965831,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R4,historical vegetation,east,control,10.7639111056,2.165702,,
2016,2016-11-15,Michigan South - Lux Arbor Reserve,G11,R4,historical vegetation,west,plus_n,10.7639111056,3.916333,,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R1,switchgrass,east,control,480,5.425637,39.73,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R1,switchgrass,west,plus_n,480,8.072523,41.65,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R2,switchgrass,west,control,480,8.248689,40.37,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R2,switchgrass,east,plus_n,480,9.187249,40.58,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R3,switchgrass,east,control,480,9.835078,40.50,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R3,switchgrass,west,plus_n,480,9.055278,37.96,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R4,switchgrass,east,control,480,5.641353,37.33,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G5,R4,switchgrass,west,plus_n,480,7.329391,36.79,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R1,miscanthus,east,control,480,13.953958,53.73,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R1,miscanthus,west,plus_n,480,16.756295,53.66,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R2,miscanthus,east,control,480,10.826035,54.71,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R2,miscanthus,west,plus_n,480,20.469371,25.05,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R3,miscanthus,west,control,480,7.886864,54.12,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R3,miscanthus,east,plus_n,480,15.100808,54.18,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R4,miscanthus,east,control,480,20.724061,53.22,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G6,R4,miscanthus,west,plus_n,480,17.043210,54.96,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R1,native grasses,west,control,480,3.915135,25.26,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R1,native grasses,east,plus_n,480,4.687228,21.90,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R2,native grasses,east,control,480,1.946308,16.81,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R2,native grasses,west,plus_n,480,2.872714,21.55,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R3,native grasses,west,control,480,5.281054,25.30,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R3,native grasses,east,plus_n,480,4.150807,25.12,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R4,native grasses,east,control,480,3.655812,21.01,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G7,R4,native grasses,west,plus_n,480,4.721742,21.98,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R1,early successional,west,control,480,0.716373,32.93,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R1,early successional,east,plus_n,480,0.855600,26.86,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R2,early successional,east,control,480,0.379125,17.17,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R2,early successional,west,plus_n,480,0.500407,18.01,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R3,early successional,west,control,480,1.164340,32.67,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R3,early successional,east,plus_n,480,1.156101,31.12,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R4,early successional,west,control,480,1.448540,28.80,
2016,2016-11-11,Michigan South - Lux Arbor Reserve,G9,R4,early successional,east,plus_n,480,1.823113,31.06,
2016,2016-11-14,Wisconsin Central - Hancock,G10,R2,restored prairie,east,control,949.75,0.899745,20.44,""
2016,2016-11-14,Wisconsin Central - Hancock,G10,R2,restored prairie,west,plus_n,982.5,1.075575,32.36,""
2016,2016-11-14,Wisconsin Central - Hancock,G10,R3,restored prairie,west,control,960,0.657411,13.82,""
2016,2016-11-14,Wisconsin Central - Hancock,G10,R3,restored prairie,east,plus_n,928,0.802023,15.31,""
2016,2016-11-14,Wisconsin Central - Hancock,G10,R4,restored prairie,west,control,960,0.690808,20.10,""
2016,2016-11-14,Wisconsin Central - Hancock,G10,R4,restored prairie,east,plus_n,960,1.874360,29.13,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R2,historical vegetation,west,control,10.7639,2.216667,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R2,historical vegetation,east,plus_n,10.7639,4.270000,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R3,historical vegetation,east,control,10.7639,0.456667,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R3,historical vegetation,west,plus_n,10.7639,2.436667,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R4,historical vegetation,west,control,10.7639,2.376667,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G11,R4,historical vegetation,east,plus_n,10.7639,2.056667,0.00,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R2,switchgrass,west,control,962,6.551729,28.28,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R2,switchgrass,east,plus_n,942.5,7.519382,36.89,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R3,switchgrass,east,control,957,0.775039,15.60,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R3,switchgrass,west,plus_n,943.8,0.586291,19.05,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R4,switchgrass,west,control,942.5,1.176737,24.28,""
2016,2016-11-14,Wisconsin Central - Hancock,G5,R4,switchgrass,east,plus_n,975,4.162188,24.44,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R2,miscanthus,west,control,975,0.115979,22.80,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R2,miscanthus,east,plus_n,975,0.197669,21.05,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R3,miscanthus,west,control,928,0.630145,25.14,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R3,miscanthus,east,plus_n,960,0.543066,23.73,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R4,miscanthus,east,control,960,0.038946,23.42,""
2016,2016-11-14,Wisconsin Central - Hancock,G6,R4,miscanthus,west,plus_n,960,0.384051,31.35,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R2,native grasses,east,control,962,0.167248,17.62,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R2,native grasses,west,plus_n,975,0.850791,26.13,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R3,native grasses,west,control,990,1.402995,13.79,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R3,native grasses,east,plus_n,990,1.468495,12.42,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R4,native grasses,west,control,962,1.499122,24.26,""
2016,2016-11-14,Wisconsin Central - Hancock,G7,R4,native grasses,east,plus_n,975,0.586989,26.74,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R2,early successional,west,control,960,0.118728,41.64,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R2,early successional,east,plus_n,960,0.833778,45.35,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R3,early successional,east,control,975,0.172278,13.99,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R3,early successional,west,plus_n,962,0.285795,19.56,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R4,early successional,west,control,960,0.699262,42.71,""
2016,2016-11-14,Wisconsin Central - Hancock,G9,R4,early successional,east,plus_n,960,0.801413,17.06,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R1,restored prairie,east,control,960,3.451567,53.20,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R1,restored prairie,west,plus_n,960,5.496175,53.22,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R2,restored prairie,east,control,960,4.137801,51.28,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R2,restored prairie,west,plus_n,960,7.041223,45.06,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R3,restored prairie,east,control,960,3.973125,52.07,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R3,restored prairie,west,plus_n,960,5.957594,52.77,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R4,restored prairie,west,control,960,1.195668,52.02,""
2016,2016-10-10,Wisconsin North - Rhinelander,G10,R4,restored prairie,east,plus_n,960,2.481207,53.54,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R1,historical vegetation,east,control,10.49481,4.413672,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R1,historical vegetation,west,plus_n,10.49481,4.782902,0.00,""
