# Dry Matter Yield - Marginal Land Experiments
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/465
# The newest version of the data https://data.sustainability.glbrc.org/datatables/465.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of the growing season
# harvest_date		date of harvest or G11 sampling
# site		experiment location
# treatment		experimental treatment
# replicate		replicate nested within treatment
# crop		crop
# field_section		section of the field (entire, east, west, rainout, or ambient)
# n_treatment		nitrogen experimental treatment
# area_harvested_ft2	squareFoot	area harvested
# dry_matter_yield_mg_ha	megagramsPerHectare	yield as dry matter
# moisture_at_harvest	gramsPerHectogram	percent moisture measured at harvest
# comments		specific notes for a given row
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2014 yield calculations- Wisconsin removed the area of the ANPP sampling (3- 1m2 quadrats/plot).  Michigan did not remove the ANPP sampling area because the ANPP may not have been in the harvested area and this area was it was very minor.
#April 12, 2016- Michigan 2014 yield calculations and Michigan and Wisconsin 2015 G11 yield were corrected. 
#
year,harvest_date,site,treatment,replicate,crop,field_section,n_treatment,area_harvested_ft2,dry_matter_yield_mg_ha,moisture_at_harvest,comments
#,,,,,,,,squareFoot,megagramsPerHectare,gramsPerHectogram,
2014,2014-10-07,Wisconsin South - Oregon,G9,R1,early successional,east,plus_n,951.7,2.000000,56.80,56 kg N/ha applied
2014,2014-10-02,Wisconsin South - Oregon,G9,R2,early successional,west,control,970.9,3.100000,57.40,
2014,2014-10-02,Wisconsin South - Oregon,G9,R2,early successional,east,plus_n,957.7,4.000000,52.00,56 kg N/ha applied
2014,2014-10-02,Wisconsin South - Oregon,G9,R3,early successional,east,control,968.3,3.000000,62.60,56 kg N/ha applied
2014,2014-10-02,Wisconsin South - Oregon,G9,R3,early successional,west,plus_n,974.9,4.700000,52.00,
2014,2014-10-02,Wisconsin South - Oregon,G9,R4,early successional,east,control,949.2,2.500000,58.80,56 kg N/ha applied
2014,2014-10-02,Wisconsin South - Oregon,G9,R4,early successional,west,plus_n,929.7,3.600000,57.30,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,south,control,922.88,2.156994,32.05,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,north,plus_n,938.24,2.744778,31.50,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,south,control,922.88,1.268999,26.19,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,north,plus_n,933.12,1.816405,28.42,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,south,control,944,1.015953,25.88,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,north,plus_n,922.88,1.545658,25.09,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,south,control,912,1.472705,29.46,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,north,plus_n,949.12,1.103657,27.27,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,north,control,,0.793333,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,south,plus_n,,1.096667,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,north,control,,0.726667,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,south,plus_n,,2.230000,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,south,control,,0.420000,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,north,plus_n,,1.006667,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,south,control,,0.950000,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,north,plus_n,,1.246667,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,north,control,928,7.561821,45.35,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,south,plus_n,920,7.305100,44.50,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,south,control,915.2,7.321294,43.64,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,north,plus_n,902.4,8.337816,44.47,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,south,control,928,5.139854,35.94,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,north,plus_n,906.24,6.899656,39.16,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,north,control,896,4.833532,39.66,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,south,plus_n,898.56,6.002662,38.28,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,north,control,960,9.091882,56.45,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,south,plus_n,960,10.718383,56.95,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,north,control,960,8.155605,54.96,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,south,plus_n,960,8.718246,57.25,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,north,control,960,8.438993,55.75,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,south,plus_n,960,8.150110,54.28,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,north,control,960,7.362344,54.90,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,south,plus_n,960,5.553762,54.78,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,south,control,924.8,5.920885,34.80,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,north,plus_n,921.6,6.444383,34.42,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,north,control,920,4.049022,26.99,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,south,plus_n,917.12,5.938797,28.72,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,north,control,917.12,3.203278,24.79,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,south,plus_n,922.88,4.010898,26.03,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,south,control,917.12,3.020363,28.64,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,north,plus_n,940.8,3.497707,29.06,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R1,early successional,south,control,924.8,1.235107,37.61,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R1,early successional,north,plus_n,896,2.163863,33.82,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R2,early successional,north,control,944,1.975260,35.81,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R2,early successional,south,plus_n,912,2.033508,47.97,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R3,early successional,north,control,922.88,0.969597,33.35,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R3,early successional,south,plus_n,922.88,1.082859,37.02,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R4,early successional,south,control,908.8,1.020285,35.62,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R4,early successional,north,plus_n,938.24,1.509146,40.20,
2015,2015-10-16,Michigan North - Escanaba,G10,R1,restored prairie,east,control,934.4,1.676360,42.71,
2015,2015-10-16,Michigan North - Escanaba,G10,R1,restored prairie,west,plus_n,934.4,2.167061,43.96,
2015,2015-10-16,Michigan North - Escanaba,G10,R2,restored prairie,west,control,934.4,2.099982,45.32,
2015,2015-10-16,Michigan North - Escanaba,G10,R2,restored prairie,east,plus_n,934.4,2.428671,,original moisture reported at 1153%
2015,2015-10-16,Michigan North - Escanaba,G10,R3,restored prairie,east,control,934.4,1.732743,40.78,
2015,2015-10-16,Michigan North - Escanaba,G10,R3,restored prairie,west,plus_n,934.4,2.367456,43.36,
2015,2015-10-16,Michigan North - Escanaba,G10,R4,restored prairie,west,control,934.4,1.726175,44.94,
2015,2015-10-16,Michigan North - Escanaba,G10,R4,restored prairie,east,plus_n,934.4,1.659638,44.76,
2015,2015-10-16,Michigan North - Escanaba,G11,R1,historical vegetation,east,control,,2.379269,,
2015,2015-10-16,Michigan North - Escanaba,G11,R1,historical vegetation,west,plus_n,,1.796625,,
2015,2015-10-16,Michigan North - Escanaba,G11,R2,historical vegetation,east,control,,1.420091,,
2015,2015-10-16,Michigan North - Escanaba,G11,R2,historical vegetation,west,plus_n,,2.179496,,
2015,2015-10-16,Michigan North - Escanaba,G11,R3,historical vegetation,east,control,,2.255203,,
2015,2015-10-16,Michigan North - Escanaba,G11,R3,historical vegetation,west,plus_n,,2.581710,,
2015,2015-10-16,Michigan North - Escanaba,G11,R4,historical vegetation,east,control,,2.480323,,
2015,2015-10-16,Michigan North - Escanaba,G11,R4,historical vegetation,west,plus_n,,2.732791,,
2015,2015-10-16,Michigan North - Escanaba,G5,R1,switchgrass,west,control,480,8.128372,60.73,
2015,2015-10-16,Michigan North - Escanaba,G5,R1,switchgrass,east,plus_n,934.4,8.660181,62.29,
2015,2015-10-16,Michigan North - Escanaba,G5,R2,switchgrass,west,control,934.4,6.110510,63.57,
2015,2015-10-16,Michigan North - Escanaba,G5,R2,switchgrass,east,plus_n,934.4,7.491624,,
2015,2015-10-16,Michigan North - Escanaba,G5,R3,switchgrass,east,control,934.4,5.836146,62.89,
2015,2015-10-16,Michigan North - Escanaba,G5,R3,switchgrass,west,plus_n,934.4,5.472503,62.33,
2015,2015-10-16,Michigan North - Escanaba,G5,R4,switchgrass,west,control,934.4,6.954355,64.46,
2015,2015-10-16,Michigan North - Escanaba,G5,R4,switchgrass,east,plus_n,934.4,7.486844,64.49,
2015,2015-10-16,Michigan North - Escanaba,G6,R1,miscanthus,west,control,960,8.847215,65.92,
2015,2015-10-16,Michigan North - Escanaba,G6,R1,miscanthus,east,plus_n,960,5.888261,67.84,
2015,2015-10-16,Michigan North - Escanaba,G6,R2,miscanthus,east,control,960,5.348493,68.42,
2015,2015-10-16,Michigan North - Escanaba,G6,R2,miscanthus,west,plus_n,960,3.672287,67.62,
2015,2015-10-16,Michigan North - Escanaba,G6,R3,miscanthus,west,control,960,3.037759,68.65,
2015,2015-10-16,Michigan North - Escanaba,G6,R3,miscanthus,east,plus_n,960,4.277947,67.40,
2015,2015-10-16,Michigan North - Escanaba,G6,R4,miscanthus,west,control,960,4.164859,67.37,
2015,2015-10-16,Michigan North - Escanaba,G6,R4,miscanthus,east,plus_n,960,3.556456,68.07,
2015,2015-10-16,Michigan North - Escanaba,G7,R1,native grasses,east,control,934.4,2.294828,36.81,
2015,2015-10-16,Michigan North - Escanaba,G7,R1,native grasses,west,plus_n,934.4,2.316022,40.50,
2015,2015-10-16,Michigan North - Escanaba,G7,R2,native grasses,west,control,934.4,2.355674,42.57,
2015,2015-10-16,Michigan North - Escanaba,G7,R2,native grasses,east,plus_n,934.4,2.142939,40.99,
2015,2015-10-16,Michigan North - Escanaba,G7,R3,native grasses,west,control,934.4,2.017645,38.22,
2015,2015-10-16,Michigan North - Escanaba,G7,R3,native grasses,east,plus_n,934.4,2.128055,42.23,
2015,2015-10-16,Michigan North - Escanaba,G7,R4,native grasses,west,control,934.4,1.745941,39.79,
2015,2015-10-16,Michigan North - Escanaba,G7,R4,native grasses,east,plus_n,934.4,2.045194,40.70,
2015,2015-10-16,Michigan North - Escanaba,G9,R1,early successional,west,control,934.4,1.847313,46.02,
2015,2015-10-16,Michigan North - Escanaba,G9,R1,early successional,east,plus_n,934.4,1.600766,48.08,
2015,2015-10-16,Michigan North - Escanaba,G9,R2,early successional,east,control,934.4,1.909893,41.05,
2015,2015-10-16,Michigan North - Escanaba,G9,R2,early successional,west,plus_n,934.4,1.868665,45.40,
2015,2015-10-16,Michigan North - Escanaba,G9,R3,early successional,east,control,934.4,1.948165,46.74,
2015,2015-10-16,Michigan North - Escanaba,G9,R3,early successional,west,plus_n,934.4,2.077060,52.11,
2015,2015-10-16,Michigan North - Escanaba,G9,R4,early successional,west,control,934.4,1.898544,44.10,
2015,2015-10-16,Michigan North - Escanaba,G9,R4,early successional,east,plus_n,934.4,1.957657,44.90,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,west,control,480,1.610478,22.77,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,east,plus_n,480,0.937934,19.82,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,west,control,480,1.093693,28.32,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,east,plus_n,480,1.770121,22.66,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,west,control,480,0.731715,15.37,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,east,plus_n,480,0.926995,17.15,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,west,control,480,0.847361,27.56,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,east,plus_n,480,1.106810,27.46,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,east,control,,2.671425,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,west,plus_n,,2.833178,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,west,control,,0.870131,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,east,plus_n,,0.802428,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,east,control,,0.195771,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,west,plus_n,,1.297025,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R4,historical vegetation,east,control,,2.032751,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R4,historical vegetation,west,plus_n,,2.476321,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R1,switchgrass,east,control,480,4.941077,40.03,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R1,switchgrass,west,plus_n,480,7.120550,42.85,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R2,switchgrass,west,control,480,8.592820,43.30,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R2,switchgrass,east,plus_n,480,8.759169,45.84,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R3,switchgrass,east,control,480,7.748231,55.84,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R3,switchgrass,west,plus_n,480,8.916845,50.47,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R4,switchgrass,east,control,480,5.172696,41.21,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R4,switchgrass,west,plus_n,480,7.043909,36.18,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R1,miscanthus,east,control,480,6.669345,46.91,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R1,miscanthus,west,plus_n,480,6.321996,51.82,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R2,miscanthus,east,control,480,5.550502,49.24,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R2,miscanthus,west,plus_n,480,5.861023,48.32,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R3,miscanthus,west,control,480,4.748621,49.53,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R3,miscanthus,east,plus_n,480,5.901500,52.83,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R4,miscanthus,east,control,480,16.839398,45.09,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R4,miscanthus,west,plus_n,480,11.118218,49.63,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R1,native grasses,west,control,480,4.048543,24.19,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R1,native grasses,east,plus_n,480,4.304423,23.06,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R2,native grasses,east,control,480,2.553466,17.69,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R2,native grasses,west,plus_n,480,3.123131,18.12,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R3,native grasses,west,control,480,3.657170,20.98,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R3,native grasses,east,plus_n,480,4.489200,22.57,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R4,native grasses,east,control,480,3.248902,19.14,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R4,native grasses,west,plus_n,480,4.419909,23.77,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R1,early successional,west,control,480,0.698556,19.20,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R1,early successional,east,plus_n,480,1.285837,18.44,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R2,early successional,east,control,480,0.629900,17.43,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R2,early successional,west,plus_n,480,0.796067,17.62,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R3,early successional,west,control,480,0.845925,24.40,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R3,early successional,east,plus_n,480,1.147297,24.80,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R4,early successional,west,control,480,1.225928,26.96,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R4,early successional,east,plus_n,480,1.774327,30.23,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R1,restored prairie,east,control,975,0.293229,15.50,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R1,restored prairie,west,plus_n,975,0.847811,18.60,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R2,restored prairie,east,control,990,0.459612,21.60,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R2,restored prairie,west,plus_n,1056,0.154603,32.50,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R3,restored prairie,west,control,960,0.499697,23.70,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R3,restored prairie,east,plus_n,1008,0.905324,21.40,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R4,restored prairie,west,control,975,0.281469,18.90,
2015,2015-11-05,Wisconsin Central - Hancock,G10,R4,restored prairie,east,plus_n,975,0.847862,36.70,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R1,historical vegetation,east,control,,1.228947,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R1,historical vegetation,west,plus_n,,1.961124,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R2,historical vegetation,west,control,,2.727230,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R2,historical vegetation,east,plus_n,,3.685145,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R3,historical vegetation,east,control,,0.690905,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R3,historical vegetation,west,plus_n,,1.276301,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R4,historical vegetation,west,control,,1.204688,,
2015,2015-11-05,Wisconsin Central - Hancock,G11,R4,historical vegetation,east,plus_n,,0.847755,,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R1,switchgrass,east,control,975,2.252035,26.80,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R1,switchgrass,west,plus_n,975,1.803035,28.70,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R2,switchgrass,west,control,990,3.903017,38.10,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R2,switchgrass,east,plus_n,990,3.151268,36.70,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R3,switchgrass,east,control,960,0.239620,20.70,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R3,switchgrass,west,plus_n,975,0.983860,17.30,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R4,switchgrass,west,control,975,0.552154,30.40,
2015,2015-11-05,Wisconsin Central - Hancock,G5,R4,switchgrass,east,plus_n,975,2.152123,26.40,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R1,miscanthus,east,control,975,0.350570,21.50,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R1,miscanthus,west,plus_n,960,0.724455,20.10,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R2,miscanthus,west,control,975,0.188154,24.10,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R2,miscanthus,east,plus_n,975,0.196386,20.80,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R3,miscanthus,west,control,945,0.477756,22.20,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R3,miscanthus,east,plus_n,945,0.567884,20.70,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R4,miscanthus,east,control,945,0.317378,22.50,
2015,2015-11-05,Wisconsin Central - Hancock,G6,R4,miscanthus,west,plus_n,1040,0.696354,25.10,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R1,native grasses,east,control,960,1.397961,20.70,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R1,native grasses,west,plus_n,960,0.227283,24.80,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R2,native grasses,east,control,975,0.700544,21.50,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R2,native grasses,west,plus_n,975,0.600537,19.30,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R3,native grasses,west,control,1056,0.442372,19.50,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R3,native grasses,east,plus_n,1008,0.862407,18.30,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R4,native grasses,west,control,960,0.743745,32.90,
2015,2015-11-05,Wisconsin Central - Hancock,G7,R4,native grasses,east,plus_n,1056,1.042058,28.90,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R1,early successional,west,control,975,1.543001,30.90,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R1,early successional,east,plus_n,975,0.522741,34.10,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R2,early successional,west,control,975,0.443709,36.10,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R2,early successional,east,plus_n,960,0.425310,39.70,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R3,early successional,east,control,990,0.153796,21.30,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R3,early successional,west,plus_n,975,0.343431,23.10,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R4,early successional,west,control,945,0.881093,28.20,
2015,2015-11-05,Wisconsin Central - Hancock,G9,R4,early successional,east,plus_n,945,1.126794,31.20,
2015,2015-11-03,Wisconsin North - Rhinelander,G10,R1,restored prairie,east,control,960,2.253938,37.80,
2015,2015-11-03,Wisconsin North - Rhinelander,G10,R1,restored prairie,west,plus_n,1040,3.035827,34.70,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R2,restored prairie,east,control,975,2.408348,53.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R2,restored prairie,west,plus_n,1056,3.474314,51.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R3,restored prairie,east,control,990,2.854173,44.90,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R3,restored prairie,west,plus_n,1056,2.577679,47.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R4,restored prairie,west,control,1005,1.410521,31.80,
2015,2015-11-04,Wisconsin North - Rhinelander,G10,R4,restored prairie,east,plus_n,990,0.724724,35.50,
2015,2015-11-03,Wisconsin North - Rhinelander,G11,R1,historical vegetation,east,control,,2.777874,,
2015,2015-11-03,Wisconsin North - Rhinelander,G11,R1,historical vegetation,west,plus_n,,2.898037,,
2015,2015-11-03,Wisconsin North - Rhinelander,G11,R2,historical vegetation,east,control,,4.641499,,
2015,2015-11-03,Wisconsin North - Rhinelander,G11,R2,historical vegetation,west,plus_n,,4.304504,,
2015,2015-11-04,Wisconsin North - Rhinelander,G11,R3,historical vegetation,east,control,,2.764814,,
2015,2015-11-04,Wisconsin North - Rhinelander,G11,R3,historical vegetation,west,plus_n,,3.955113,,
2015,2015-11-04,Wisconsin North - Rhinelander,G11,R4,historical vegetation,west,control,,4.607836,,
2015,2015-11-04,Wisconsin North - Rhinelander,G11,R4,historical vegetation,east,plus_n,,4.784790,,
2015,2015-11-03,Wisconsin North - Rhinelander,G5,R1,switchgrass,west,control,990,2.893517,34.20,
2015,2015-11-03,Wisconsin North - Rhinelander,G5,R1,switchgrass,east,plus_n,975,5.991859,39.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R2,switchgrass,west,control,1020,6.846113,49.10,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R2,switchgrass,east,plus_n,1005,7.657979,49.00,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R3,switchgrass,west,control,990,3.908913,49.00,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R3,switchgrass,east,plus_n,960,5.704843,49.70,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R4,switchgrass,east,control,975,4.037764,45.70,
2015,2015-11-04,Wisconsin North - Rhinelander,G5,R4,switchgrass,west,plus_n,990,5.398189,45.60,
2015,2015-11-03,Wisconsin North - Rhinelander,G6,R1,miscanthus,east,control,924,0.751186,20.20,
2015,2015-11-03,Wisconsin North - Rhinelander,G6,R1,miscanthus,west,plus_n,1005,1.552714,23.20,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R2,miscanthus,east,control,1020,1.464466,54.60,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R2,miscanthus,west,plus_n,1056,3.200465,53.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R3,miscanthus,west,control,1005,0.908432,46.10,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R3,miscanthus,east,plus_n,990,1.574084,46.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R4,miscanthus,east,control,1005,0.436069,30.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G6,R4,miscanthus,west,plus_n,990,1.120800,32.50,
2015,2015-11-03,Wisconsin North - Rhinelander,G7,R1,native grasses,west,control,960,2.169884,21.70,
2015,2015-11-03,Wisconsin North - Rhinelander,G7,R1,native grasses,east,plus_n,1040,3.431148,28.30,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R2,native grasses,east,control,960,3.051871,43.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R2,native grasses,west,plus_n,1105,2.274547,48.00,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R3,native grasses,east,control,960,0.919773,42.90,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R3,native grasses,west,plus_n,1005,0.969783,42.40,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R4,native grasses,east,control,1072,1.030991,32.80,
2015,2015-11-04,Wisconsin North - Rhinelander,G7,R4,native grasses,west,plus_n,990,1.051120,34.80,
2015,2015-11-03,Wisconsin North - Rhinelander,G9,R1,early successional,west,control,1056,1.018801,45.70,
2015,2015-11-03,Wisconsin North - Rhinelander,G9,R1,early successional,east,plus_n,1056,1.026620,43.90,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R2,early successional,west,control,1020,2.190064,50.90,
2015,2015-11-04,Wisconsin North - Rhinelander,G9,R2,early successional,east,plus_n,1072,2.692942,51.50,
