# Agronomic Soil Chemistry from Deep and Surface Soil Cores- Marginal Sites
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/438
# The newest version of the data https://data.sustainability.glbrc.org/datatables/438.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year soil sample was collected
# sample_date		date of soil coring
# site		Wisconsin or Michigan sampling site
# treatment		experimental treatment
# replicate		replicate nested within treatment
# campaign		sampling intent
# top_depth_cm	centimeter	upper soil sampling depth
# bottom_depth_cm	centimeter	lower soil sampling depth
# ph	dimensionless	pH of soil solution
# lime_index		indicator of potential acidity
# p_ppm	milligramsPerKilogram	phosphorus in soil
# k_ppm	milligramsPerKilogram	potassium in soil
# ca_ppm	milligramsPerKilogram	calcium in soil
# mg_ppm	milligramsPerKilogram	magnesium ppm  in soil
# field_section		section of the field sampled
# n_treatment		nitrogen treatment of given split plot
# est_cec	milliEquivalentsPerHundredGram	Cation exchange capacity in meq/100g soil
# om_percent	gramsPerHectogram	organic matter percent
# wi_plot_id		Arlington Wisconsin site's plot identifier
# comments		notes
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,sample_date,site,treatment,replicate,campaign,top_depth_cm,bottom_depth_cm,ph,lime_index,p_ppm,k_ppm,ca_ppm,mg_ppm,field_section,n_treatment,est_cec,om_percent,wi_plot_id,comments
#,,,,,,centimeter,centimeter,dimensionless,,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,,,milliEquivalentsPerHundredGram,gramsPerHectogram,,
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,22,6.7,71.0,37.0,29.0,732.0,121.0,entire plot,control,4.74269,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,22,6.4,70.0,37.0,61.0,397.0,59.0,entire plot,control,2.63308,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,22,6.7,70.0,51.0,156.0,476.0,95.0,entire plot,control,3.57167,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,22,6.2,69.0,19.0,99.0,560.0,104.0,entire plot,control,5.12051,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,22,6.5,70.0,54.0,33.0,546.0,81.0,entire plot,control,3.48962,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,22,6.3,69.0,31.0,31.0,567.0,72.0,entire plot,control,4.71449,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,22,6.8,,51.0,69.0,813.0,162.0,entire plot,control,5.59192,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,22,6.7,71.0,22.0,46.0,530.0,105.0,entire plot,control,3.64295,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,22,6.3,70.0,35.0,30.0,464.0,53.0,entire plot,control,2.83859,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,22,6.2,68.0,35.0,27.0,529.0,79.0,entire plot,control,5.77256,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,22,6.3,70.0,28.0,67.0,492.0,73.0,entire plot,control,3.24013,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,22,6.2,69.0,62.0,59.0,446.0,70.0,entire plot,control,4.16462,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,22,6.8,,29.0,21.0,653.0,100.0,entire plot,control,4.15218,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,22,6.6,70.0,44.0,30.0,671.0,83.0,entire plot,control,4.12359,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,22,6.5,70.0,48.0,68.0,608.0,97.0,entire plot,control,4.02269,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,22,6.6,71.0,26.0,79.0,555.0,84.0,entire plot,control,3.67756,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,22,6.8,,43.0,22.0,629.0,96.0,entire plot,control,4.00141,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,22,6.3,68.0,28.0,24.0,627.0,96.0,entire plot,control,6.39654,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,22,6.2,69.0,42.0,49.0,566.0,87.0,entire plot,control,4.88064,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,22,6.8,,38.0,65.0,574.0,102.0,entire plot,control,3.88667,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,22,6.3,69.0,28.0,34.0,652.0,85.0,entire plot,control,5.25551,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,22,6.4,70.0,55.0,38.0,579.0,68.0,entire plot,control,3.5591,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,22,6.8,,38.0,24.0,746.0,125.0,entire plot,control,4.83321,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,22,6.6,71.0,39.0,41.0,471.0,78.0,entire plot,control,3.11013,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,22,6.4,70.0,63.0,44.0,654.0,90.0,entire plot,control,4.13282,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,22,6.8,,25.0,28.0,728.0,105.0,entire plot,control,4.58679,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G9,R3,surface sampling,0,22,6.5,71.0,35.0,79.0,491.0,85.0,entire plot,control,3.3659,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan Central - Lake City Exp. Station,G9,R4,surface sampling,0,22,6.3,70.0,46.0,48.0,455.0,99.0,entire plot,control,3.22308,,,Sample was collected in September 2012 but the actual date in September is unknown.
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R1,deep core sampling,25,50,5.4,70.0,18.0,46.0,516.0,167.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R1,deep core sampling,10,25,5.4,70.0,19.0,26.0,396.0,55.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R1,deep core sampling,50,100,5.4,70.0,12.0,78.0,853.0,277.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R1,deep core sampling,0,10,6.3,72.0,23.0,38.0,772.0,95.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R2,deep core sampling,25,50,6.4,72.0,26.0,39.0,305.0,41.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R2,deep core sampling,0,10,6.1,71.0,47.0,58.0,585.0,175.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R2,deep core sampling,10,25,5.9,71.0,28.0,47.0,440.0,80.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R2,deep core sampling,50,100,6.2,75.0,12.0,24.0,124.0,33.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R3,deep core sampling,10,25,5.3,69.0,17.0,60.0,239.0,36.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R3,deep core sampling,25,50,5.5,70.0,39.0,58.0,154.0,36.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R3,deep core sampling,0,10,6.4,72.0,31.0,67.0,487.0,45.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R3,deep core sampling,50,100,5.7,70.0,40.0,87.0,150.0,27.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R4,deep core sampling,25,50,6.9,,25.0,35.0,418.0,94.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R4,deep core sampling,50,100,6.9,,29.0,24.0,149.0,37.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R4,deep core sampling,10,25,6.9,,24.0,22.0,626.0,108.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G10,R4,deep core sampling,0,10,6.4,72.0,31.0,29.0,677.0,109.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R1,deep core sampling,50,100,6.1,73.0,7.0,46.0,456.0,158.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R1,deep core sampling,0,10,6.8,,20.0,61.0,719.0,73.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R1,deep core sampling,10,25,5.9,71.0,21.0,24.0,362.0,46.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R1,deep core sampling,25,50,6.1,72.0,28.0,30.0,409.0,87.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R2,deep core sampling,10,25,6.1,70.0,33.0,19.0,549.0,58.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R2,deep core sampling,0,10,6.0,70.0,43.0,35.0,598.0,96.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R2,deep core sampling,50,100,6.6,74.0,30.0,18.0,60.0,22.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R2,deep core sampling,25,50,6.4,71.0,33.0,19.0,306.0,41.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R3,deep core sampling,10,25,6.1,69.0,36.0,23.0,481.0,74.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R3,deep core sampling,50,100,6.4,74.0,17.0,27.0,112.0,27.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R3,deep core sampling,25,50,6.4,73.0,25.0,19.0,174.0,35.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R3,deep core sampling,0,10,6.4,71.0,31.0,51.0,903.0,124.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R4,deep core sampling,50,100,6.1,71.0,52.0,30.0,151.0,43.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R4,deep core sampling,10,25,6.1,70.0,60.0,22.0,415.0,56.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R4,deep core sampling,25,50,6.2,71.0,52.0,24.0,207.0,32.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G11,R4,deep core sampling,0,10,6.5,71.0,82.0,42.0,792.0,72.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R1,deep core sampling,25,50,6.9,,22.0,17.0,309.0,80.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R1,deep core sampling,10,25,6.8,,24.0,30.0,646.0,136.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R1,deep core sampling,50,100,6.9,,25.0,12.0,116.0,32.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R1,deep core sampling,0,10,6.3,71.0,30.0,25.0,759.0,75.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R2,deep core sampling,50,100,6.3,74.0,18.0,28.0,248.0,67.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R2,deep core sampling,10,25,5.8,70.0,16.0,26.0,516.0,78.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R2,deep core sampling,0,10,6.0,70.0,24.0,54.0,667.0,108.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R2,deep core sampling,25,50,6.2,73.0,20.0,23.0,293.0,45.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R3,deep core sampling,25,50,6.2,70.0,27.0,18.0,178.0,30.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R3,deep core sampling,0,10,6.9,,20.0,29.0,740.0,67.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R3,deep core sampling,10,25,6.0,68.0,23.0,21.0,471.0,55.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R3,deep core sampling,50,100,6.2,73.0,15.0,16.0,69.0,27.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R4,deep core sampling,25,50,6.5,73.0,46.0,13.0,206.0,48.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R4,deep core sampling,10,25,6.4,73.0,26.0,14.0,426.0,86.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R4,deep core sampling,50,100,6.3,73.0,17.0,11.0,109.0,31.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G5,R4,deep core sampling,0,10,6.4,72.0,36.0,22.0,740.0,94.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R1,deep core sampling,25,50,5.9,72.0,41.0,29.0,385.0,78.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R1,deep core sampling,10,25,5.7,71.0,24.0,21.0,486.0,89.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R1,deep core sampling,0,10,6.2,71.0,58.0,42.0,739.0,160.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R1,deep core sampling,50,100,6.0,71.0,11.0,107.0,1152.0,410.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R2,deep core sampling,10,25,6.3,71.0,64.0,27.0,551.0,129.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R2,deep core sampling,0,10,6.2,71.0,78.0,46.0,706.0,161.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R2,deep core sampling,25,50,6.5,70.0,51.0,30.0,454.0,92.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R2,deep core sampling,50,100,5.6,72.0,23.0,26.0,121.0,51.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R3,deep core sampling,50,100,6.7,75.0,10.0,22.0,150.0,33.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R3,deep core sampling,0,10,6.8,,37.0,36.0,1019.0,70.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R3,deep core sampling,10,25,6.6,71.0,30.0,30.0,718.0,88.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R3,deep core sampling,25,50,6.8,,26.0,34.0,330.0,47.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R4,deep core sampling,0,10,5.9,68.0,35.0,24.0,565.0,50.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R4,deep core sampling,10,25,5.8,69.0,20.0,24.0,386.0,44.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R4,deep core sampling,50,100,6.2,71.0,24.0,17.0,160.0,32.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G6,R4,deep core sampling,25,50,6.0,69.0,29.0,20.0,269.0,35.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R1,deep core sampling,50,100,6.2,72.0,17.0,83.0,461.0,149.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R1,deep core sampling,25,50,6.1,71.0,57.0,38.0,355.0,73.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R1,deep core sampling,0,10,6.2,71.0,60.0,100.0,850.0,175.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R1,deep core sampling,10,25,6.0,70.0,62.0,62.0,488.0,130.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R2,deep core sampling,0,10,5.7,69.0,40.0,59.0,499.0,87.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R2,deep core sampling,25,50,5.6,71.0,54.0,30.0,118.0,29.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R2,deep core sampling,50,100,5.6,71.0,43.0,28.0,72.0,22.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R2,deep core sampling,10,25,5.4,68.0,42.0,48.0,275.0,33.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R3,deep core sampling,50,100,6.2,73.0,22.0,15.0,62.0,19.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R3,deep core sampling,25,50,6.2,69.0,22.0,26.0,201.0,36.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R3,deep core sampling,10,25,5.6,66.0,24.0,49.0,476.0,40.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R3,deep core sampling,0,10,5.6,67.0,24.0,49.0,605.0,66.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R4,deep core sampling,0,10,6.3,71.0,80.0,28.0,717.0,120.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R4,deep core sampling,25,50,6.1,69.0,41.0,34.0,293.0,53.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R4,deep core sampling,10,25,5.9,69.0,57.0,28.0,399.0,98.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G7,R4,deep core sampling,50,100,6.2,71.0,39.0,22.0,137.0,34.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R1,deep core sampling,50,100,6.1,74.0,36.0,15.0,73.0,14.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R1,deep core sampling,10,25,5.5,70.0,20.0,17.0,342.0,37.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R1,deep core sampling,25,50,6.0,73.0,41.0,15.0,131.0,22.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R1,deep core sampling,0,10,5.6,69.0,22.0,36.0,413.0,53.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R2,deep core sampling,50,100,6.2,73.0,35.0,15.0,103.0,22.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R2,deep core sampling,0,10,6.6,72.0,26.0,53.0,849.0,61.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R2,deep core sampling,25,50,6.0,71.0,38.0,20.0,243.0,31.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R2,deep core sampling,10,25,6.0,70.0,31.0,31.0,455.0,38.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R3,deep core sampling,50,100,6.2,74.0,33.0,36.0,242.0,61.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R3,deep core sampling,10,25,5.7,70.0,54.0,50.0,338.0,40.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R3,deep core sampling,0,10,6.2,71.0,43.0,50.0,872.0,63.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R3,deep core sampling,25,50,6.1,71.0,38.0,49.0,296.0,57.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R4,deep core sampling,25,50,6.1,70.0,21.0,21.0,215.0,42.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R4,deep core sampling,50,100,5.9,73.0,21.0,20.0,103.0,33.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R4,deep core sampling,10,25,6.0,70.0,23.0,18.0,344.0,73.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G8,R4,deep core sampling,0,10,6.4,71.0,36.0,26.0,706.0,81.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R1,deep core sampling,10,25,5.5,70.0,64.0,26.0,291.0,56.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R1,deep core sampling,25,50,6.1,74.0,47.0,26.0,121.0,26.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R1,deep core sampling,50,100,6.5,75.0,27.0,25.0,75.0,22.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R1,deep core sampling,0,10,5.9,70.0,78.0,44.0,573.0,95.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R2,deep core sampling,50,100,5.7,72.0,7.0,85.0,740.0,258.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R2,deep core sampling,0,10,5.7,70.0,24.0,42.0,554.0,78.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R2,deep core sampling,10,25,5.3,69.0,28.0,50.0,223.0,37.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R2,deep core sampling,25,50,5.3,71.0,24.0,71.0,208.0,47.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R3,deep core sampling,10,25,6.5,69.0,16.0,27.0,937.0,160.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R3,deep core sampling,0,10,6.6,71.0,22.0,41.0,904.0,156.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R3,deep core sampling,25,50,6.8,,7.0,27.0,504.0,103.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R3,deep core sampling,50,100,6.8,,6.0,26.0,171.0,61.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R4,deep core sampling,50,100,6.2,73.0,19.0,29.0,132.0,30.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R4,deep core sampling,10,25,6.0,70.0,23.0,45.0,378.0,56.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R4,deep core sampling,0,10,6.0,70.0,38.0,49.0,582.0,78.0,entire plot,control,,,,
2013,2013-11-25,Michigan Central - Lake City Exp. Station,G9,R4,deep core sampling,25,50,6.3,72.0,20.0,29.0,304.0,54.0,entire plot,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,22,6.6,71.0,29.0,92.0,957.0,156.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,22,6.5,71.0,23.0,73.0,1028.0,158.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,22,6.7,71.0,49.0,84.0,831.0,106.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,22,6.3,70.0,52.0,73.0,698.0,99.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,22,6.8,,38.0,63.0,851.0,77.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,22,6.7,71.0,66.0,73.0,970.0,107.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,22,7.1,,26.0,32.0,1154.0,136.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,22,6.5,71.0,23.0,33.0,1004.0,113.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,22,6.6,70.0,29.0,98.0,846.0,113.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,22,6.8,,21.0,99.0,1116.0,135.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,22,6.9,,36.0,41.0,1095.0,150.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,22,7.0,,55.0,98.0,1650.0,243.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,22,6.6,70.0,29.0,64.0,1223.0,126.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,22,6.5,69.0,42.0,52.0,946.0,115.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,22,6.7,71.0,56.0,80.0,998.0,100.0,south,control,,,,
