# Agronomic Soil Chemistry from Deep and Surface Soil Cores- Marginal Sites
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/438
# The newest version of the data https://data.sustainability.glbrc.org/datatables/438.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year soil sample was collected
# sample_date		date of soil coring
# site		Wisconsin or Michigan sampling site
# treatment		experimental treatment
# replicate		replicate nested within treatment
# campaign		sampling intent
# top_depth_cm	centimeter	upper soil sampling depth
# bottom_depth_cm	centimeter	lower soil sampling depth
# ph	dimensionless	pH of soil solution
# lime_index		indicator of potential acidity
# p_ppm	milligramsPerKilogram	phosphorus in soil
# k_ppm	milligramsPerKilogram	potassium in soil
# ca_ppm	milligramsPerKilogram	calcium in soil
# mg_ppm	milligramsPerKilogram	magnesium ppm  in soil
# field_section		section of the field sampled
# n_treatment		nitrogen treatment of given split plot
# est_cec	milliEquivalentsPerHundredGram	Cation exchange capacity in meq/100g soil
# om_percent	gramsPerHectogram	organic matter percent
# wi_plot_id		Arlington Wisconsin site's plot identifier
# comments		notes
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,sample_date,site,treatment,replicate,campaign,top_depth_cm,bottom_depth_cm,ph,lime_index,p_ppm,k_ppm,ca_ppm,mg_ppm,field_section,n_treatment,est_cec,om_percent,wi_plot_id,comments
#,,,,,,centimeter,centimeter,dimensionless,,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,,,milliEquivalentsPerHundredGram,gramsPerHectogram,,
2012,2012-09-15,Michigan North - Escanaba,G8,R3,surface sampling,0,22,7.2,,4.0,60.0,1274.0,176.0,entire plot,control,7.99051,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan North - Escanaba,G8,R4,surface sampling,0,22,7.2,,4.0,51.0,1423.0,201.0,entire plot,control,8.92077,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan North - Escanaba,G9,R1,surface sampling,0,22,6.8,,7.0,52.0,1294.0,163.0,entire plot,control,7.96167,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan North - Escanaba,G9,R2,surface sampling,0,22,6.8,,12.0,46.0,1190.0,131.0,entire plot,control,7.15962,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan North - Escanaba,G9,R3,surface sampling,0,22,6.9,,5.0,51.0,1151.0,164.0,entire plot,control,7.25244,,,Sample was collected in September 2012 but the actual date in September is unknown.
2012,2012-09-15,Michigan North - Escanaba,G9,R4,surface sampling,0,22,7.0,,4.0,90.0,1281.0,179.0,entire plot,control,8.12744,,,Sample was collected in September 2012 but the actual date in September is unknown.
2013,2013-11-26,Michigan North - Escanaba,G10,R1,deep core sampling,50,100,7.7,,4.0,50.0,1414.0,156.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R1,deep core sampling,25,50,6.7,73.0,9.0,20.0,616.0,66.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R1,deep core sampling,0,10,6.6,70.0,12.0,53.0,1078.0,154.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R1,deep core sampling,10,25,6.4,69.0,10.0,27.0,1099.0,127.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R2,deep core sampling,10,25,6.2,68.0,17.0,31.0,997.0,124.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R2,deep core sampling,0,10,6.7,70.0,16.0,52.0,1155.0,173.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R2,deep core sampling,25,50,6.7,72.0,29.0,19.0,520.0,59.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R2,deep core sampling,50,100,7.9,,3.0,43.0,2101.0,154.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R3,deep core sampling,50,100,8.0,,3.0,42.0,3110.0,165.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R3,deep core sampling,10,25,6.5,70.0,8.0,32.0,1028.0,152.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R3,deep core sampling,0,10,7.3,,8.0,74.0,1403.0,225.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R3,deep core sampling,25,50,6.6,71.0,6.0,31.0,782.0,110.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R4,deep core sampling,25,50,6.9,,10.0,21.0,763.0,94.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R4,deep core sampling,0,10,6.3,69.0,8.0,47.0,1044.0,149.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R4,deep core sampling,50,100,8.0,,2.0,43.0,3415.0,155.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G10,R4,deep core sampling,10,25,6.5,70.0,6.0,32.0,1195.0,149.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R1,deep core sampling,50,100,7.8,,3.0,50.0,1492.0,156.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R1,deep core sampling,10,25,6.5,70.0,6.0,28.0,1134.0,129.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R1,deep core sampling,0,10,6.7,70.0,7.0,61.0,1229.0,161.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R1,deep core sampling,25,50,6.8,,5.0,20.0,837.0,80.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R2,deep core sampling,25,50,7.1,,5.0,42.0,964.0,158.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R2,deep core sampling,0,10,6.6,70.0,9.0,84.0,1128.0,160.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R2,deep core sampling,10,25,6.5,70.0,8.0,36.0,1119.0,153.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R2,deep core sampling,50,100,8.0,,3.0,34.0,3098.0,154.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R3,deep core sampling,0,10,7.2,,8.0,135.0,1388.0,205.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R3,deep core sampling,50,100,8.1,,2.0,38.0,3220.0,157.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R3,deep core sampling,25,50,6.9,,4.0,23.0,716.0,102.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R3,deep core sampling,10,25,6.6,69.0,6.0,46.0,1246.0,175.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R4,deep core sampling,10,25,6.6,69.0,5.0,32.0,1147.0,151.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R4,deep core sampling,50,100,8.0,,4.0,44.0,3043.0,167.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R4,deep core sampling,25,50,6.9,,3.0,33.0,932.0,129.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G11,R4,deep core sampling,0,10,6.5,69.0,6.0,66.0,1303.0,179.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R1,deep core sampling,10,25,6.6,71.0,9.0,22.0,1144.0,157.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R1,deep core sampling,25,50,6.8,,15.0,11.0,810.0,100.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R1,deep core sampling,0,10,6.6,71.0,15.0,60.0,1207.0,183.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R1,deep core sampling,50,100,7.0,,4.0,35.0,837.0,132.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R2,deep core sampling,0,10,7.1,,12.0,68.0,1325.0,201.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R2,deep core sampling,50,100,7.8,,2.0,35.0,3092.0,167.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R2,deep core sampling,10,25,6.9,,10.0,27.0,1137.0,169.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R2,deep core sampling,25,50,7.1,,9.0,30.0,717.0,123.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R3,deep core sampling,0,10,7.3,,15.0,100.0,1096.0,173.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R3,deep core sampling,10,25,6.8,,12.0,28.0,911.0,132.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R3,deep core sampling,25,50,7.6,,8.0,31.0,1564.0,146.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R3,deep core sampling,50,100,8.0,,3.0,30.0,3194.0,132.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R4,deep core sampling,0,10,7.3,,7.0,103.0,1152.0,199.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R4,deep core sampling,50,100,7.9,,3.0,43.0,2098.0,179.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R4,deep core sampling,25,50,7.4,,5.0,16.0,1136.0,151.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G5,R4,deep core sampling,10,25,7.0,,6.0,20.0,1034.0,163.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R1,deep core sampling,25,50,6.9,,11.0,13.0,996.0,98.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R1,deep core sampling,10,25,6.6,70.0,12.0,24.0,1113.0,149.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R1,deep core sampling,0,10,6.7,70.0,16.0,44.0,1157.0,167.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R1,deep core sampling,50,100,7.9,,4.0,33.0,3023.0,150.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R2,deep core sampling,25,50,7.0,,9.0,18.0,618.0,91.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R2,deep core sampling,0,10,6.9,,9.0,69.0,1028.0,172.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R2,deep core sampling,10,25,6.8,,7.0,19.0,867.0,125.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R2,deep core sampling,50,100,7.9,,1.0,30.0,3200.0,150.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R3,deep core sampling,10,25,6.7,70.0,9.0,20.0,897.0,106.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R3,deep core sampling,0,10,7.4,,12.0,61.0,1049.0,155.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R3,deep core sampling,25,50,6.9,,21.0,11.0,612.0,78.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R3,deep core sampling,50,100,7.5,,4.0,30.0,859.0,137.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R4,deep core sampling,0,10,7.3,,6.0,46.0,1210.0,174.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R4,deep core sampling,25,50,7.6,,2.0,39.0,1804.0,203.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R4,deep core sampling,10,25,7.0,,7.0,27.0,1085.0,168.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G6,R4,deep core sampling,50,100,8.0,,2.0,33.0,3134.0,167.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R1,deep core sampling,50,100,8.0,,2.0,34.0,2931.0,203.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R1,deep core sampling,10,25,7.3,,5.0,18.0,977.0,151.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R1,deep core sampling,25,50,7.6,,6.0,17.0,709.0,112.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R1,deep core sampling,0,10,7.4,,7.0,53.0,1228.0,202.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R2,deep core sampling,50,100,8.0,,2.0,27.0,3033.0,137.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R2,deep core sampling,0,10,7.3,,9.0,51.0,1053.0,169.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R2,deep core sampling,10,25,7.1,,9.0,19.0,795.0,127.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R2,deep core sampling,25,50,7.6,,6.0,27.0,1480.0,140.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R3,deep core sampling,25,50,7.8,,1.0,40.0,1657.0,224.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R3,deep core sampling,0,10,7.2,,5.0,56.0,1234.0,205.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R3,deep core sampling,50,100,8.2,,1.0,29.0,3069.0,160.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R3,deep core sampling,10,25,7.3,,3.0,29.0,1087.0,201.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R4,deep core sampling,0,10,7.5,,5.0,58.0,1164.0,210.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R4,deep core sampling,25,50,7.7,,3.0,15.0,997.0,128.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R4,deep core sampling,50,100,7.7,,3.0,37.0,1225.0,199.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G7,R4,deep core sampling,10,25,7.3,,3.0,23.0,1151.0,188.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R3,deep core sampling,0,10,7.1,,12.0,62.0,1149.0,182.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R3,deep core sampling,25,50,7.0,,7.0,18.0,769.0,119.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R3,deep core sampling,10,25,6.8,,7.0,22.0,826.0,132.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R4,deep core sampling,25,50,7.0,,11.0,82.0,1287.0,206.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R4,deep core sampling,10,25,6.9,,7.0,46.0,1214.0,196.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G8,R4,deep core sampling,0,10,7.0,,4.0,23.0,1017.0,157.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R1,deep core sampling,25,50,7.1,,8.0,15.0,670.0,78.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R1,deep core sampling,0,10,6.5,70.0,9.0,79.0,1195.0,166.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R1,deep core sampling,10,25,6.8,,7.0,21.0,1169.0,151.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R1,deep core sampling,50,100,7.9,,2.0,37.0,3115.0,156.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R2,deep core sampling,50,100,7.2,,34.0,16.0,582.0,57.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R2,deep core sampling,0,10,6.6,70.0,13.0,29.0,881.0,122.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R2,deep core sampling,10,25,6.5,70.0,11.0,14.0,1056.0,121.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R2,deep core sampling,25,50,7.1,,18.0,12.0,709.0,71.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R3,deep core sampling,50,100,8.1,,1.0,35.0,3208.0,129.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R3,deep core sampling,10,25,7.0,,5.0,29.0,1154.0,164.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R3,deep core sampling,25,50,7.8,,3.0,38.0,2781.0,170.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R3,deep core sampling,0,10,6.9,,6.0,46.0,1202.0,181.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R4,deep core sampling,25,50,7.0,,6.0,19.0,917.0,106.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R4,deep core sampling,0,10,7.0,,8.0,71.0,1232.0,172.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R4,deep core sampling,10,25,6.6,69.0,6.0,29.0,1093.0,147.0,entire plot,control,,,,
2013,2013-11-26,Michigan North - Escanaba,G9,R4,deep core sampling,50,100,7.8,,5.0,31.0,1251.0,133.0,entire plot,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R1,surface sampling,0,22,6.5,69.0,12.0,45.0,1445.0,163.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R1,surface sampling,0,22,6.6,69.0,11.0,44.0,1396.0,170.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R2,surface sampling,0,22,6.6,70.0,11.0,41.0,1302.0,174.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R2,surface sampling,0,22,6.5,69.0,13.0,42.0,1228.0,164.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R3,surface sampling,0,22,6.9,,6.0,66.0,1571.0,216.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R3,surface sampling,0,22,7.1,,6.0,47.0,1644.0,229.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R4,surface sampling,0,22,6.7,70.0,7.0,62.0,1366.0,170.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G10,R4,surface sampling,0,22,6.8,,6.0,63.0,1369.0,176.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R1,surface sampling,0,22,6.8,,7.0,66.0,1487.0,197.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R1,surface sampling,0,22,6.9,,8.0,39.0,1513.0,191.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R2,surface sampling,0,22,6.6,69.0,8.0,43.0,1281.0,181.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R2,surface sampling,0,22,6.7,70.0,8.0,49.0,1357.0,186.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R3,surface sampling,0,22,6.4,69.0,7.0,47.0,1237.0,148.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R3,surface sampling,0,22,6.9,,6.0,48.0,1423.0,199.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R4,surface sampling,0,22,7.0,,4.0,52.0,1731.0,231.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G11,R4,surface sampling,0,22,6.9,,5.0,46.0,1615.0,210.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R1,surface sampling,0,22,6.8,,10.0,36.0,1567.0,189.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R1,surface sampling,0,22,6.9,,10.0,39.0,1645.0,190.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R2,surface sampling,0,22,6.9,,10.0,43.0,1632.0,206.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R2,surface sampling,0,22,7.2,,9.0,51.0,1808.0,225.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R3,surface sampling,0,22,6.7,70.0,12.0,39.0,1451.0,174.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R3,surface sampling,0,22,6.8,,10.0,47.0,1439.0,187.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R4,surface sampling,0,22,6.8,,8.0,69.0,1536.0,201.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G5,R4,surface sampling,0,22,6.8,,7.0,58.0,1517.0,194.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R1,surface sampling,0,22,6.8,,12.0,37.0,1589.0,187.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R1,surface sampling,0,22,6.8,,16.0,36.0,1605.0,190.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R2,surface sampling,0,22,6.9,,8.0,49.0,1563.0,202.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R2,surface sampling,0,22,6.8,,10.0,49.0,1552.0,202.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R3,surface sampling,0,22,6.8,,10.0,42.0,1514.0,205.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R3,surface sampling,0,22,6.8,,11.0,46.0,1446.0,201.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R4,surface sampling,0,22,6.9,,7.0,55.0,1478.0,201.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G6,R4,surface sampling,0,22,6.9,,6.0,48.0,1556.0,215.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R1,surface sampling,0,22,7.1,,6.0,51.0,1743.0,243.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R1,surface sampling,0,22,7.0,,6.0,61.0,1726.0,245.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R2,surface sampling,0,22,7.2,,7.0,52.0,1585.0,208.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R2,surface sampling,0,22,7.1,,8.0,50.0,1452.0,193.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R3,surface sampling,0,22,6.6,70.0,11.0,47.0,1154.0,172.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R3,surface sampling,0,22,6.9,,8.0,49.0,1384.0,215.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R4,surface sampling,0,22,7.2,,6.0,55.0,1619.0,207.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G7,R4,surface sampling,0,22,7.2,,5.0,68.0,1660.0,236.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G8,R1,surface sampling,0,22,7.0,,10.0,48.0,1656.0,222.0,entire plot,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G8,R2,surface sampling,0,22,7.2,,7.0,57.0,1707.0,227.0,entire plot,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G8,R3,surface sampling,0,22,6.9,,10.0,51.0,1368.0,200.0,entire plot,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G8,R4,surface sampling,0,22,7.1,,6.0,50.0,1703.0,231.0,entire plot,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R1,surface sampling,0,22,6.9,,7.0,45.0,1558.0,207.0,west,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R1,surface sampling,0,22,6.8,,6.0,46.0,1658.0,217.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R2,surface sampling,0,22,6.8,,11.0,48.0,1379.0,185.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R2,surface sampling,0,22,6.6,69.0,11.0,50.0,1296.0,165.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R3,surface sampling,0,22,6.6,70.0,7.0,41.0,1233.0,177.0,west,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R3,surface sampling,0,22,6.5,70.0,6.0,43.0,1267.0,166.0,east,control,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R4,surface sampling,0,22,7.2,,4.0,76.0,1724.0,228.0,east,plus_n,,,,
2015,2015-10-16,Michigan North - Escanaba,G9,R4,surface sampling,0,22,6.7,70.0,5.0,72.0,1378.0,179.0,west,control,,,,
2017,2017-10-23,Michigan North - Escanaba,G10,R1,surface sampling,0,15,7.0,0.0,12.0,44.0,1248.0,143.0,east,control,,4.2,,
2017,2017-10-23,Michigan North - Escanaba,G10,R1,surface sampling,0,15,6.9,0.0,12.0,55.0,1197.0,134.0,west,plus_n,,4.0,,
2017,2017-10-23,Michigan North - Escanaba,G10,R2,surface sampling,0,15,7.1,0.0,10.0,51.0,1181.0,152.0,west,control,,3.6,,
2017,2017-10-23,Michigan North - Escanaba,G10,R2,surface sampling,0,15,6.9,0.0,12.0,57.0,1173.0,157.0,east,plus_n,,3.0,,
2017,2017-10-23,Michigan North - Escanaba,G10,R3,surface sampling,0,15,7.2,0.0,8.0,62.0,1512.0,196.0,west,plus_n,,4.0,,
2017,2017-10-23,Michigan North - Escanaba,G10,R3,surface sampling,0,15,7.2,0.0,5.0,55.0,1534.0,190.0,east,control,,4.1,,
2017,2017-10-23,Michigan North - Escanaba,G10,R4,surface sampling,0,15,7.1,0.0,11.0,74.0,1347.0,172.0,west,control,,3.8,,
2017,2017-10-23,Michigan North - Escanaba,G10,R4,surface sampling,0,15,7.1,0.0,6.0,74.0,1297.0,166.0,east,plus_n,,4.1,,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,surface sampling,0,15,7.0,0.0,8.0,74.0,1324.0,167.0,east,control,,4.0,,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,surface sampling,0,15,7.0,0.0,7.0,78.0,1272.0,151.0,west,plus_n,,4.0,,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,surface sampling,0,15,7.0,0.0,9.0,59.0,1212.0,162.0,east,control,,3.8,,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,surface sampling,0,15,7.0,0.0,11.0,61.0,1215.0,158.0,west,plus_n,,4.1,,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,surface sampling,0,15,7.0,0.0,5.0,63.0,1325.0,171.0,east,control,,4.1,,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,surface sampling,0,15,7.0,0.0,6.0,73.0,1144.0,143.0,west,plus_n,,3.9,,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,surface sampling,0,15,7.2,0.0,5.0,85.0,1465.0,185.0,west,plus_n,,4.5,,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,surface sampling,0,15,7.1,0.0,15.0,78.0,1498.0,189.0,east,control,,4.5,,
2017,2017-11-01,Michigan North - Escanaba,G5,R1,surface sampling,0,15,6.6,72.0,7.0,35.0,1288.0,151.0,west,control,,4.1,,
2017,2017-11-01,Michigan North - Escanaba,G5,R1,surface sampling,0,15,7.0,0.0,8.0,38.0,1390.0,155.0,east,plus_n,,4.0,,
2017,2017-11-01,Michigan North - Escanaba,G5,R2,surface sampling,0,15,6.9,0.0,6.0,37.0,1384.0,176.0,east,plus_n,,4.3,,
